Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,0,0,2,0,0,0,14,18.908087499998512,None,18.942092900018906,None,None,None,18.942092900018906,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,0,0,2,0,1,1,10,19.822033500025285,None,19.82056970000849,None,None,None,19.82056970000849,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,0,0,2,0,2,2,1,20.821875000011644,20.82207640001434,20.812725900002988,None,2.569010416666667,0.8178049999987707,20.812725900002988,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,0,0,2,0,3,3,16,21.705251000012506,None,21.701994100003503,None,2.569010416666667,0.6304602999880444,21.701994100003503,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,0,0,2,0,4,4,0,22.37169760001707,None,22.370334100007312,None,2.458333333333333,0.42823029999271967,22.370334100007312,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,0,0,2,0,5,5,18,22.838767500000543,22.84045440002228,22.83473290002439,None,3.3893229166666665,0.31283320000511594,22.83473290002439,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,0,0,2,0,6,6,12,23.18866719999933,None,23.179965600022115,None,4.509114583333333,0.36641500002588145,23.179965600022115,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,0,0,2,0,7,7,7,23.588705000019402,None,23.595251300022937,None,2.9921875,0.2202910000050906,23.595251300022937,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,0,0,2,0,8,8,4,23.87186660001753,None,23.876261100027477,None,2.692708333333333,0.23798569999053143,23.876261100027477,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,0,0,2,0,9,9,3,24.171969400002855,24.175670399999944,24.170050400018226,None,4.131510416666667,0.17746090001310222,24.170050400018226,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,0,0,2,0,10,10,8,24.37204820001498,None,24.371646100014914,None,4.22265625,0.19588929999736138,24.371646100014914,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,0,0,2,0,11,11,9,24.65594009999768,None,24.658949800010305,None,4.841145833333334,0.0912215999851469,24.658949800010305,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,0,0,2,0,12,12,11,24.80566059999983,24.803452100022696,24.797957000002498,None,3.0247395833333335,0.1155614000163041,24.797957000002498,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,0,0,2,0,13,13,13,24.938417500024663,24.95544110002811,24.938413400028367,None,2.9986979166666665,0.15871109999716282,24.938413400028367,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,0,0,2,0,14,14,2,25.138723200000825,None,25.130270200024825,None,4.02734375,0.1675221000041347,25.130270200024825,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,0,0,2,0,15,15,6,25.338550600007878,25.350112300016917,25.343490300001577,None,1.7877604166666665,0.12123829999472946,25.343490300001577,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,0,0,2,0,16,16,19,25.505008700001056,25.50529890001053,25.497982800006866,None,2.399739583333333,0.11720519998925738,25.497982800006866,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,0,0,2,0,17,17,5,25.65488570001908,25.65550710001844,25.64751220002654,None,None,None,25.64751220002654,None,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
1000,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,0,0,2,0,18,18,17,26.67175230001449,None,26.67245510002249,26.67245510002249,3.421875,0.24249860001145862,26.67245510002249,26.67245510002249,F,001,2020_Oct_05_1301,piloto1,2020.2.3,60.01799339168913,
