Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_prueba.started,text_prueba.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,sonido_prueba.started,sonido_prueba.stopped,image_prueba.started,image_prueba.stopped,slider_prueba.response,slider_prueba.rt,slider_prueba.started,slider_prueba.stopped,sonido_prueba_2.started,sonido_prueba_2.stopped,image_prueba_2.started,image_prueba_2.stopped,slider_prueba_2.response,slider_prueba_2.rt,slider_prueba_2.started,slider_prueba_2.stopped,text_prueba_2.started,text_prueba_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,sonido_exp.started,sonido_exp.stopped,image_exp.started,image_exp.stopped,slider_exp.response,slider_exp.rt,slider_exp.started,slider_exp.stopped,text_subasta1.started,text_subasta1.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_subasta2.started,text_subasta2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,text_4.started,text_4.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_producto.started,text_producto.stopped,image.started,image.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,texto_final.started,texto_final.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,text_2.started,text_2.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,0,0,1,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.81026746000862,None,36.793533199990634,None,3.604166666666667,1.1465366000193171,36.793533199990634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,0,0,1,0,7,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.97723057997064,37.97688889998244,37.97688889998244,None,3.604166666666667,1.204254599986598,37.97688889998244,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,0,0,1,0,8,8,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.22689856000943,None,39.2105462999898,None,3.604166666666667,1.1340398999745958,39.2105462999898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,1,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.39389265998034,40.393379500019364,40.393379500019364,None,3.604166666666667,1.1422521999920718,40.393379500019364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,0,0,1,0,10,10,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.560090179991676,41.56028069998138,41.54351340001449,None,3.604166666666667,1.1805044999928214,41.54351340001449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,1,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.76018968000426,42.7601505999919,42.7601505999919,None,3.604166666666667,1.1707509999978356,42.7601505999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,0,0,1,0,12,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.99344533999101,43.99322230002144,43.99322230002144,None,3.604166666666667,1.1238031000248156,43.99322230002144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,0,0,1,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.22717728000134,45.22684630000731,45.22684630000731,None,3.604166666666667,1.0069586000172421,45.22684630000731,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,0,0,1,0,14,14,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.26007117997506,46.26027249998879,46.243317599990405,None,3.604166666666667,1.2141642000060529,46.243317599990405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,0,0,1,0,15,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.49307797997608,47.49290090001887,47.49290090001887,None,3.604166666666667,1.0876944999909028,47.49290090001887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,1,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.62640646001091,48.62644510000246,48.62644510000246,None,3.604166666666667,1.208537200000137,48.62644510000246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,0,0,1,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.85956838002312,49.86014180001803,49.86014180001803,None,3.604166666666667,1.1089428000268526,49.86014180001803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,0,0,1,0,18,18,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.993602180009475,50.99286990001565,50.97652209998341,None,3.604166666666667,1.1783960000029765,50.97652209998341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
1500,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,0,0,1,0,19,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.20962336001685,52.21003030001884,52.21003030001884,None,3.604166666666667,1.1551027999958023,52.21003030001884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_09_0116,piloto1,2020.2.5,59.860489154847656,
