mensaje_intro.started,mensaje_intro.stopped,polygon.started,polygon.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.896211999992374,None,9.896211999992374,None,0.6627604166666666,-0.39453125,1,0,0,polygon,0.014954859798308462,None,t,001,2021_Jan_09_0000,piloto1,2020.2.5,60.01820952368501,
