Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,0,0,1,0,0,0,3,11.364055819844362,None,21.46463157995604,None,22.476967499998864,None,2.497395833333333,1.9974863999523222,22.476967499998864,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,0,0,1,0,1,1,35,,,23.498601559945385,None,24.4826924999943,None,3.4869791666666665,1.148071900010109,24.4826924999943,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,0,0,1,0,2,2,32,,,24.68214975994779,25.68182339996565,25.68182339996565,None,4.170572916666667,1.3428202000213787,25.68182339996565,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,0,0,1,0,3,3,0,,,26.08165983996587,None,27.065491699962877,None,3.4088541666666665,1.1630974000436254,27.065491699962877,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,1,0,4,4,7,,,27.281365759950134,28.281788999971468,28.281788999971468,None,4.098958333333333,1.1760430000140332,28.281788999971468,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,0,0,1,0,5,5,1,,,28.498058259999382,29.49830529995961,29.482210899994243,None,3.526041666666667,1.218103399965912,29.482210899994243,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,0,0,1,0,6,6,13,,,29.731490079977085,30.73148570000194,30.73148570000194,None,3.91015625,1.2769834999926388,30.73148570000194,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,0,0,1,0,7,7,19,,,31.03138987995917,None,32.03134940000018,None,4.45703125,1.1578382999869063,32.03134940000018,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,0,0,1,0,8,8,11,,,32.231223259982656,33.23132209997857,33.23132209997857,None,4.7890625,1.0430929000140168,33.23132209997857,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,0,0,1,0,9,9,21,,,33.29782077998389,34.2980966999894,34.2980966999894,None,4.151041666666667,1.1913195000379346,34.2980966999894,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,0,0,1,0,10,10,33,,,34.53140265999828,None,35.53133219998563,None,3.2786458333333335,1.0763177000335418,35.53133219998563,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,0,0,1,0,11,11,10,,,35.6475955599919,36.648083099978976,36.648083099978976,None,2.744791666666667,1.0268776000011712,36.648083099978976,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,1,0,12,12,5,,,36.714185959997124,37.71476239996264,37.71476239996264,None,3.2981770833333335,1.0938744000159204,37.71476239996264,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,0,0,1,0,13,13,24,,,37.84765965996776,None,38.81487219996052,None,3.8125,1.0194625000003725,38.81487219996052,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,0,0,1,0,14,14,8,,,38.88113547997782,39.88078789995052,39.864413400006015,None,3.98828125,0.995878999994602,39.864413400006015,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,0,0,1,0,15,15,15,,,39.89740627994761,40.897747299983166,40.897747299983166,None,4.18359375,1.040075400029309,40.897747299983166,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
1500,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,0,0,1,0,16,16,22,,,40.99825413997751,41.997588599973824,41.9810826999601,None,3.727864583333333,1.8795941999997012,41.9810826999601,None,,,,,,,,,l,001,2020_Nov_03_1347,piloto1,2020.2.3,59.99862004917014,
