mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,Sonido_2.started,Sonido_2.stopped,image_3.started,image_3.stopped,slider_3.response,slider_3.rt,slider_3.started,slider_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.49925940000685,None,10.1959143000131,None,12.289577830009511,None,13.293080100003863,None,None,None,13.293080100003863,None,,,,,,,
