Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,0,0,1,0,0,0,4,12.08832837991067,None,12.112155500013614,None,None,None,12.112155500013614,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,0,0,1,0,1,1,7,12.989451540011213,12.998408600018593,12.991869600024074,None,3.4088541666666665,0.14143040002090856,12.991869600024074,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,0,0,1,0,2,2,19,13.173163940012454,13.174744300020393,13.167464300000574,None,3.2005208333333335,0.13359919999493286,13.167464300000574,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,0,0,1,0,3,3,0,13.372987279994414,None,13.377201600000262,None,3.0247395833333335,0.07318050001049414,13.377201600000262,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,0,0,1,0,4,4,10,13.489661240007262,None,13.493121100007556,None,2.9856770833333335,0.10607989999698475,13.493121100007556,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,0,0,1,0,5,5,9,13.722798590012825,None,13.729788700002246,None,3.669270833333333,0.2043790000025183,13.729788700002246,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,0,0,1,0,6,6,12,13.990316010004607,None,13.983246800024062,None,3.701822916666667,0.2987952999828849,13.983246800024062,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,0,0,1,0,7,7,18,14.339501410006777,None,14.330028299998958,None,3.513020833333333,0.15157359998556785,14.330028299998958,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,0,0,1,0,8,8,2,14.523262040008557,None,14.527588900004048,None,3.513020833333333,0.12221219998900779,14.527588900004048,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,0,0,1,0,9,9,6,14.70623701000004,None,14.713064100011252,None,3.513020833333333,0.07046260000788607,14.713064100011252,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,0,0,1,0,10,10,16,14.839661310001974,14.845156600000337,14.838815200026147,None,3.766927083333333,0.1270997000101488,14.838815200026147,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,0,0,1,0,11,11,3,15.039574780012481,None,15.036766900011571,None,4.9453125,0.1132618999981787,15.036766900011571,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,0,0,1,0,12,12,1,15.189714140014257,15.195730600011302,15.190430900023784,None,5.583333333333334,0.14268399999127723,15.190430900023784,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,0,0,1,0,13,13,15,15.373036240012151,15.375467800011393,15.370114000019385,None,5.641927083333334,0.09481069998582825,15.370114000019385,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,0,0,1,0,14,14,13,15.506093140010488,15.5141601000214,15.507399900001474,None,4.333333333333333,0.12688610001350753,15.507399900001474,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,0,0,1,0,15,15,11,15.706386679993011,15.702632200001972,15.696293400018476,None,3.4088541666666665,0.0857409999880474,15.696293400018476,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,0,0,1,0,16,16,17,15.839352410007267,15.845450699998764,15.840397799998755,None,2.458333333333333,0.12558259998331778,15.840397799998755,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
1500,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,0,0,1,0,17,17,14,15.989396870014025,None,15.993306700023822,None,2.0221354166666665,0.1065087000024505,15.993306700023822,None,,,,,x,001,2020_Oct_06_1133,piloto1,2020.2.3,59.97785617097269,
