Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,image.started,image.stopped,texto_final.started,texto_final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,0,0,1,0,0,0,24,10.793967219797196,None,21.011820319923572,22.08007909997832,22.08007909997832,None,None,None,22.08007909997832,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,0,0,1,0,1,1,17,,,23.878535779978847,None,24.862416699994355,None,3.578125,2.1842891999986023,24.862416699994355,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,0,0,1,0,2,2,31,,,26.07843366000452,27.07894470001338,27.07894470001338,None,4.157552083333333,1.5396181999822147,27.07894470001338,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,0,0,1,0,3,3,29,,,27.66252281999914,28.662240599980578,28.645469399983995,None,3.12890625,1.646410499990452,28.645469399983995,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,0,0,1,0,4,4,21,,,29.328590159973828,30.328578200016636,30.328578200016636,None,3.4544270833333335,2.1773258000030182,30.328578200016636,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,0,0,1,0,5,5,25,,,31.561960379971424,32.561770599975716,32.545362400007434,None,3.662760416666667,1.64622120000422,32.545362400007434,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,1,0,6,6,7,,,33.27851533994544,None,34.261717099987436,None,3.630208333333333,1.6950950999744236,34.261717099987436,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,0,0,1,0,7,7,11,,,35.02786667997134,36.02797749999445,36.02797749999445,None,3.630208333333333,1.7930826999945566,36.02797749999445,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,0,0,1,0,8,8,4,,,36.8778075799637,None,37.87792170001194,None,3.630208333333333,1.6734850000357255,37.87792170001194,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,0,0,1,0,9,9,19,,,38.578206059959484,39.578099599981215,39.578099599981215,None,3.630208333333333,1.8196468999958597,39.578099599981215,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,1,0,10,10,26,,,40.444448119960725,None,41.429010599968024,None,3.630208333333333,1.6800797999603674,41.429010599968024,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,0,0,1,0,11,11,10,,,42.161271719960496,43.16128259996185,43.14441379997879,None,3.630208333333333,1.7353566999663599,43.14441379997879,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,0,0,1,0,12,12,16,,,43.927824519982096,44.927800700010266,44.927800700010266,None,3.630208333333333,1.6745631999801844,44.927800700010266,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
1500,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,0,0,1,0,13,13,22,,,45.660582279990194,None,46.644599199993536,None,3.630208333333333,1.6954480999847874,46.644599199993536,None,,,,,,,,,,,,,h,001,2020_Nov_09_1642,piloto1,2020.2.5,60.286142141216814,
