mensaje_intro.started,mensaje_intro.stopped,boton_intro.started,boton_intro.stopped,mouse_intro.x,mouse_intro.y,mouse_intro.leftButton,mouse_intro.midButton,mouse_intro.rightButton,mouse_intro.clicked_name,mouse_intro.started,mouse_intro.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.526448199991137,None,8.526448199991137,None,0.6067708333333334,-0.3411458333333333,1,0,0,boton_intro,0.00461677007842809,None,h,001,2021_Jan_09_0143,piloto1,2020.2.5,60.00070802073077,
