trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Hertz,volumen,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Imagenes,Random,Correcto,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.933123699996713,None,23.401663699999062,24.484019999999873,24.484019999999873,None,1.7161458333333335,2.0698061999996753,24.484019999999873,None,,,,,,,
