Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,texto_final.started,texto_final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
400,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,1,1,0,0,24,24,13,,,101.35990475999425,None,102.34335540002212,None,4.645833333333333,1.2380917000118643,102.34335540002212,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,1,1,0,0,25,25,30,,,102.6097323199967,103.6100521000335,103.6100521000335,None,5.661458333333334,1.2588732999865897,103.6100521000335,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,1,1,0,0,26,26,11,,,103.9432563799899,104.94349060003879,104.94349060003879,None,3.1614583333333335,1.1925703000160865,104.94349060003879,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,1,1,0,0,27,27,24,,,105.17646874001949,106.17667910002638,106.17667910002638,None,4.587239583333333,1.2054655999527313,106.17667910002638,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,1,1,0,0,28,28,4,,,106.47660180000821,None,107.46029499999713,None,3.3828125,1.205042899993714,107.46029499999713,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,1,1,0,0,29,29,34,,,107.7267723600031,108.72640019998653,108.72640019998653,None,4.28125,1.1760998000390828,108.72640019998653,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,1,1,0,0,30,30,19,,,108.95963746003109,None,109.94467290001921,None,3.59765625,1.2204362000338733,109.94467290001921,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,1,1,0,0,31,31,17,,,110.24302827998763,None,111.22648970002774,None,3.3893229166666665,1.380180299980566,111.22648970002774,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,1,1,0,0,32,32,25,,,111.72620061999187,112.72659059998114,112.72659059998114,None,4.470052083333333,1.1742659999872558,112.72659059998114,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
400,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,1,1,0,0,33,33,10,,,112.95953726002482,None,113.95955480000703,None,3.55859375,1.1426535000209697,113.95955480000703,None,,,,,,,,,,,j,001,2020_Nov_03_0923,piloto1,2020.2.3,59.89243317278057,
