Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,2,0,0,0,28,10.602546579998489,None,20.83473913999933,21.903718900000058,21.903718900000058,None,3.3828125,2.7364849999994476,21.903718900000058,None,j,001,2020_Dec_01_1344,piloto1,2020.2.5,60.030783785885895,
1000,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,0,0,2,0,1,1,22,,,23.667101300000468,None,24.65062020000005,None,4.639322916666667,1.234724599999936,24.65062020000005,None,j,001,2020_Dec_01_1344,piloto1,2020.2.5,60.030783785885895,
