mensaje_intro.started,mensaje_intro.stopped,boton_intro.started,boton_intro.stopped,mouse_intro.x,mouse_intro.y,mouse_intro.leftButton,mouse_intro.midButton,mouse_intro.rightButton,mouse_intro.clicked_name,mouse_intro.started,mouse_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,boton_intro_2.started,boton_intro_2.stopped,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,mouse_intro_2.clicked_name,mouse_intro_2.started,mouse_intro_2.stopped,text_prueba.started,text_prueba.stopped,boton_intro_prueba.started,boton_intro_prueba.stopped,mouse_intro_prueba.x,mouse_intro_prueba.y,mouse_intro_prueba.leftButton,mouse_intro_prueba.midButton,mouse_intro_prueba.rightButton,mouse_intro_prueba.clicked_name,mouse_intro_prueba.started,mouse_intro_prueba.stopped,nombre,date,expName,psychopyVersion,frameRate,
11.71860610001022,None,11.71860610001022,None,0.7369791666666666,-0.42578125,1,0,0,boton_intro,0.013306510023539886,None,,,,,,,,,,,,,,,,,,,,,,,,,hola,2021_Feb_10_1756,piloto,2020.2.5,59.84834429733507,
,,,,,,,,,,,,12.598756100022001,None,12.598756100022001,None,0.7252604166666666,-0.41015625,1,0,0,boton_intro_2,0.009265410015359521,None,,,,,,,,,,,,,hola,2021_Feb_10_1756,piloto,2020.2.5,59.84834429733507,
,,,,,,,,,,,,,,,,,,,,,,,,13.131729600019753,None,13.131729600019753,None,0.7239583333333334,-0.40625,1,0,0,boton_intro_prueba,0.013190110010327771,None,hola,2021_Feb_10_1756,piloto,2020.2.5,59.84834429733507,
