Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,text_5.started,text_5.stopped,image.started,image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes/Almojabanas.png,0.6725051200713246,None,0,2,2,3,0,6,6,20,,,170.09322786997072,None,171.07668090006337,None,3.4869791666666665,1.2326961999060586,171.07668090006337,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,2,2,3,0,7,7,17,,,171.3763976700371,None,172.34320120001212,None,3.506510416666667,1.518242200021632,172.34320120001212,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Brownie.jpg,0.2838924074864093,None,0,2,2,3,0,8,8,3,,,172.94341157006565,173.94323530001566,173.94323530001566,None,3.5390625,1.7387136000907049,173.94323530001566,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,3,0,9,9,0,,,174.74340237004216,175.74306080001406,175.74306080001406,None,3.5390625,1.4100819999584928,175.74306080001406,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Pandebono.png,0.8988574378129985,None,0,2,2,3,0,10,10,26,,,176.19323318006934,177.19285340001807,177.17634870007169,None,3.5390625,1.7625695000169799,177.17634870007169,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Rollo de queso.png,0.9201641182756888,None,0,2,2,3,0,11,11,33,,,177.99275567997245,178.9929364999989,178.9929364999989,None,3.5390625,2.103684600093402,178.9929364999989,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,2,2,3,0,12,12,6,,,180.15943177000153,None,181.12614920001943,None,3.5390625,1.5519527000142261,181.12614920001943,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Pepinillos.png,0.0038966441241518046,None,0,2,2,3,0,13,13,28,,,181.7427578799892,182.74279689998366,182.74279689998366,None,3.5390625,1.6421116999117658,182.74279689998366,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Coliflor.jpg,0.3640740491088985,None,0,2,2,3,0,14,14,24,,,183.4091821900103,184.4092612999957,184.4092612999957,None,3.5390625,1.7210750000085682,184.4092612999957,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,2,2,3,0,15,15,18,,,185.17575288002843,None,186.15947000007145,None,3.5390625,1.5190711000468582,186.15947000007145,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Popetas.jpg,0.9621625733302204,None,0,2,2,3,0,16,16,16,,,186.74272427000105,None,187.7293419999769,None,3.5390625,1.8597110999980941,187.7293419999769,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,2,2,3,0,17,17,14,,,188.62552079004234,189.62551749998238,189.62551749998238,None,3.5390625,1.892551500000991,189.62551749998238,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Manzana.jpg,0.4048420327008191,None,0,2,2,3,0,18,18,11,,,190.5757131700171,None,191.57562250003684,None,3.5390625,1.8383470999542624,191.57562250003684,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,3,0,19,19,34,,,192.45874348001087,193.45887550001498,193.4422822999768,None,3.5390625,2.247858399990946,193.4422822999768,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Chontaduro.png,0.8693553300418813,None,0,2,2,3,0,20,20,23,,,194.72540569007396,None,195.72555900004227,None,3.5390625,1.7361986000323668,195.72555900004227,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Papas picantes.jpg,0.524978898672612,None,0,2,2,3,0,21,21,27,,,196.49183799005112,197.4921808000654,197.47553729999345,None,3.5390625,1.8151660000439733,197.47553729999345,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Pescadito.png,0.7172825011486081,None,0,2,2,3,0,22,22,29,,,198.3419654799858,199.3419705000706,199.32531019998714,None,3.5390625,1.497078200103715,199.32531019998714,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Brocoli.jpg,0.24293074945529525,None,0,2,2,3,0,23,23,21,,,199.85886308997868,200.85850940004457,200.85850940004457,None,3.5390625,1.8767842000816017,200.85850940004457,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Mango.jpeg,0.4341155418941499,None,0,2,2,3,0,24,24,10,,,201.77503638002088,None,202.7582345000701,None,3.5390625,1.548865499906242,202.7582345000701,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,2,2,3,0,25,25,9,,,203.44173192998858,None,204.42489430005662,None,3.5390625,1.7439238999504596,204.42489430005662,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Pizza.png,0.21192443516553439,None,0,2,2,3,0,26,26,31,,,205.2248964800732,None,206.2099137000041,None,3.5390625,1.5685571000212803,206.2099137000041,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,2,2,3,0,27,27,35,,,206.80807109007145,207.80815270007588,207.79149490001146,None,3.5390625,1.5308035999769345,207.79149490001146,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,2,2,3,0,28,28,15,,,208.35799098997376,None,209.35796809999738,None,3.5390625,1.7061683000065386,209.35796809999738,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Croissant.jpg,0.5824748589948932,None,0,2,2,3,0,29,29,5,,,210.12474227000493,None,211.11012670001946,None,3.5390625,1.9336600999813527,211.11012670001946,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Pizzetas.png,0.3295951589873042,None,0,2,2,3,0,30,30,32,,,212.09112627999855,213.09141870005988,213.0748128000414,None,3.5390625,1.810785899986513,213.0748128000414,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,2,2,3,0,31,31,12,,,213.9242193900747,None,214.92464019998442,None,3.5390625,1.8056094000348821,214.92464019998442,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,2,2,3,0,32,32,4,,,215.7744399800198,216.77442909998354,216.77442909998354,None,3.5390625,1.8212543000699952,216.77442909998354,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Uvas.jpg,0.4959291644143431,None,0,2,2,3,0,33,33,19,,,217.64099727999417,None,218.62432830000762,None,3.5390625,1.652311500045471,218.62432830000762,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/Kiwi.jpg,0.3929145850942286,None,0,2,2,3,0,34,34,8,,,219.30760649002622,220.3075545000611,220.3075545000611,None,3.5390625,1.6268941001035273,220.3075545000611,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,2,2,3,0,35,35,2,,,220.97388498005455,221.974184300052,221.974184300052,None,3.5390625,1.7574494000291452,221.974184300052,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.0,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,3,3,2,0,0,0,3,,,222.8241597500164,None,223.7909418999916,None,3.5390625,1.8864051999989897,223.7909418999916,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,3,3,2,0,1,1,29,,,224.74049457998478,225.74072890006937,225.7239749999717,None,3.5390625,1.8455075999954715,225.7239749999717,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,3,3,2,0,2,2,24,,,226.62380778007207,None,227.60908590001054,None,3.5390625,1.818214699975215,227.60908590001054,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,3,3,2,0,3,3,0,,,228.50745956001336,None,229.49060830008239,None,3.5390625,2.43414979998488,229.49060830008239,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,3,3,2,0,4,4,34,,,230.97375177997162,None,231.95708650001325,None,3.5390625,1.9947927999310195,231.95708650001325,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,3,3,2,0,5,5,35,,,232.9902908900287,233.99033749999944,233.97377510007937,None,3.5390625,1.8291735999519005,233.97377510007937,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,3,3,2,0,6,6,23,,,234.84003779005724,235.8402368000243,235.8402368000243,None,3.5390625,2.586128299939446,235.8402368000243,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,3,3,2,0,7,7,10,,,237.4564323900733,238.45689590007532,238.45689590007532,None,3.5390625,1.6536097000353038,238.45689590007532,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,3,3,2,0,8,8,28,,,239.17337937003467,None,240.156621000031,None,3.5390625,1.6143817999400198,240.156621000031,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,3,3,2,0,9,9,21,,,240.80637279006186,None,241.80655950005166,None,3.5390625,1.8927390000317246,241.80655950005166,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,3,3,2,0,10,10,1,,,242.7395902799675,None,243.73973380005918,None,3.5390625,1.6400093999691308,243.73973380005918,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,3,3,2,0,11,11,4,,,244.43968346996698,245.43987370003015,245.43987370003015,None,3.5390625,1.373296899953857,245.43987370003015,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,3,3,2,0,12,12,33,,,245.85634977996813,None,246.85620370006654,None,3.5390625,1.5039054000517353,246.85620370006654,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,3,3,2,0,13,13,22,,,247.43945626001803,None,248.4395119000692,None,3.5390625,2.2730523999780416,248.4395119000692,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,3,3,2,0,14,14,15,,,249.73932368999812,250.73945810005534,250.73945810005534,None,3.5390625,1.6071756999008358,250.73945810005534,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,3,3,2,0,15,15,30,,,251.37258889006915,252.37274580006488,252.3561417000601,None,3.5390625,1.5305038000224158,252.3561417000601,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,3,3,2,0,16,16,6,,,252.95599726997315,None,253.93958410003688,None,3.5390625,1.0840218999655917,253.93958410003688,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,3,3,2,0,17,17,11,,,254.07254927998872,255.07253140001558,255.07253140001558,None,3.5390625,2.4206717000342906,255.07253140001558,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,3,3,2,0,18,18,32,,,256.5561474700458,None,257.5399585000705,None,3.5390625,1.217046199948527,257.5399585000705,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,3,3,2,0,19,19,16,,,257.83900036006236,258.8391589000821,258.82234259997495,None,3.5390625,1.36274109990336,258.82234259997495,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,3,3,2,0,20,20,17,,,259.2389054799918,None,260.239045000053,None,3.565104166666667,2.6418394000502303,260.239045000053,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,3,3,2,0,21,21,19,,,261.9223876800155,None,262.9055781000061,None,3.4153645833333335,1.5847892001038417,262.9055781000061,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,3,3,2,0,22,22,7,,,263.53889767997896,264.53868900006637,264.52624709997326,None,None,None,264.52624709997326,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,3,3,2,0,23,23,14,,,266.5750999700045,None,267.55530780006666,266.56868340005167,3.51953125,1.4941471999045461,267.55530780006666,266.56868340005167,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,3,3,2,0,24,24,31,,,268.08857668999116,269.08866700006183,269.08866700006183,None,3.51953125,2.05329240008723,269.08866700006183,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,3,3,2,0,25,25,13,,,270.17155419003683,271.1718447000021,271.1718447000021,None,3.51953125,1.6214973999885842,271.1718447000021,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,3,3,2,0,26,26,8,,,271.8215750899864,None,272.80506440007593,None,3.51953125,1.7602689999621361,272.80506440007593,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,3,3,2,0,27,27,5,,,273.6382523699663,274.63834730000235,274.63834730000235,None,3.51953125,1.4243980000028387,274.63834730000235,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,3,3,2,0,28,28,9,,,275.20509632003956,276.2048479000805,276.2048479000805,None,3.51953125,1.5079964000033215,276.2048479000805,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,3,3,2,0,29,29,26,,,276.75468317999037,277.7547792000696,277.7547792000696,None,3.51953125,1.8929732999531552,277.7547792000696,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,3,3,2,0,30,30,20,,,278.7045236700447,None,279.6881791000487,None,3.51953125,1.6794131000060588,279.6881791000487,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,3,3,2,0,31,31,18,,,280.4213028800208,None,281.4045613000635,None,3.51953125,1.501837500021793,281.4045613000635,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,3,3,2,0,32,32,2,,,281.9544180800207,None,282.937831700081,None,3.51953125,1.5613626000704244,282.937831700081,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,3,3,2,0,33,33,12,,,283.5379230899736,284.5375226000324,284.5375226000324,None,3.51953125,1.6037168999901041,284.5375226000324,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,3,3,2,0,34,34,25,,,285.2044103699969,None,286.1875976000447,None,3.51953125,1.596082100062631,286.1875976000447,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,3,3,2,0,35,35,27,,,286.82093759002163,287.8210246000672,287.8043581000529,None,3.51953125,1.5944625999545678,287.8043581000529,None,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
1000,0.02,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,t,001,2021_Jan_05_1602,piloto1,2020.2.5,59.91952807489097,
,,,,,,,,,,,,,,,,,,,,,,,288.43765460001305,None,289.4381090999814,None,290.49961160006933,None,291.5458536000224,None,292.55380900006276,None,294.6018707000185,None,,,,,,,
