Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,0,0,2,0,24,24,22,,,96.652506860008,97.66438489999564,97.66438489999564,None,3.571614583333333,1.8894590999989305,97.66438489999564,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,0,0,2,0,25,25,18,,,98.58778682000121,99.5876619000046,99.5876619000046,None,3.571614583333333,2.1589969000051497,99.5876619000046,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,0,0,2,0,26,26,32,,,100.82316824000155,None,101.80364660000487,None,3.571614583333333,1.7193229999975301,101.80364660000487,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,0,0,2,0,27,27,8,,,102.57239392000776,None,103.556531299997,None,3.571614583333333,1.5118935000064084,103.556531299997,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,0,0,2,0,28,28,35,,,104.10229135999398,None,105.10246239999833,None,3.571614583333333,1.6946193000039784,105.10246239999833,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,2,0,29,29,6,,,105.86883804000682,None,106.8694428000017,None,3.571614583333333,1.977411799991387,106.8694428000017,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,0,0,2,0,30,30,3,,,107.9520265600062,108.95234360000177,108.93557770000189,None,3.571614583333333,1.6625179999973625,108.93557770000189,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,2,0,31,31,26,,,109.65191932000454,110.65228700000443,110.65228700000443,None,3.571614583333333,1.828707000007853,110.65228700000443,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,2,0,32,32,28,,,111.60186392000179,112.60212189999584,112.5858475999994,None,3.571614583333333,1.8196220999961952,112.5858475999994,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,0,0,2,0,33,33,23,,,113.46863108000544,None,114.45194899999478,None,3.571614583333333,1.9371480000118027,114.45194899999478,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,0,0,2,0,34,34,11,,,115.51836172000623,None,116.50249680000707,None,3.571614583333333,1.77070090000052,116.50249680000707,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,0,0,2,0,35,35,15,,,117.31855202000298,None,118.31857930000115,None,3.4544270833333335,1.7071799999976065,118.31857930000115,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1000,0.02,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,1,1,1,0,0,0,9,,,119.18464374000324,None,120.1684011000034,None,3.4544270833333335,1.6501215000025695,120.1684011000034,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,1,1,1,0,1,1,21,,,120.86838702000097,None,121.86845860000176,None,3.4544270833333335,1.5616893999977037,121.86845860000176,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,1,1,1,0,2,2,4,,,122.51824649999617,None,123.50288270000601,None,None,None,123.50288270000601,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,1,1,1,0,3,3,34,,,125.5513190800004,None,126.55153070000233,125.5526816000056,3.4544270833333335,1.3262768999993568,126.55153070000233,125.5526816000056,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,1,1,1,0,4,4,6,,,126.95126714000945,127.9514724000037,127.9514724000037,None,3.4544270833333335,1.7073226000065915,127.9514724000037,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,1,1,1,0,5,5,12,,,128.7013462199946,None,129.70129110000562,None,3.4544270833333335,1.5057323000073666,129.70129110000562,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,1,1,1,0,6,6,10,,,130.26786917999854,131.26820629999565,131.26820629999565,None,3.4544270833333335,1.6421334000042407,131.26820629999565,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,1,1,1,0,7,7,32,,,131.98440044000162,132.9845398000034,132.97112180000113,None,3.4544270833333335,1.780975200003013,132.97112180000113,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,1,1,1,0,8,8,33,,,133.8509311000089,None,134.83421099999396,None,3.4544270833333335,1.4998328000074252,134.83421099999396,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,1,1,1,0,9,9,26,,,135.4507497600047,None,136.45072550000623,None,3.4544270833333335,1.2459602000017185,136.45072550000623,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,1,1,1,0,10,10,31,,,136.7508622799971,None,137.73456820000138,None,3.4544270833333335,1.7670813000004273,137.73456820000138,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,1,1,1,0,11,11,0,,,138.61736825999688,139.6175457000063,139.6175457000063,None,3.4544270833333335,1.6723744999908376,139.6175457000063,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,1,1,1,0,12,12,18,,,140.35060327999528,141.3507924000005,141.33426620000682,None,3.4544270833333335,1.663467500009574,141.33426620000682,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,1,1,1,0,13,13,20,,,142.08424304000218,143.08400780000375,143.08400780000375,None,3.4544270833333335,2.589837899999111,143.08400780000375,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,1,1,1,0,14,14,27,,,144.70056406000222,145.70054130000062,145.70054130000062,None,3.4544270833333335,1.9729979999974603,145.70054130000062,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,1,1,1,0,15,15,13,,,146.7337603799999,None,147.70067190000555,None,3.4544270833333335,1.8543296999996528,147.70067190000555,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,1,1,1,0,16,16,17,,,148.65019284000445,149.65037479999592,149.65037479999592,None,3.4544270833333335,1.2064409000013256,149.65037479999592,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,1,1,1,0,17,17,23,,,149.90026141999698,None,150.90064180000627,None,3.4544270833333335,2.2057095000054687,150.90064180000627,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,1,1,1,0,18,18,2,,,152.2000193999993,153.20016439999745,153.20016439999745,None,3.4544270833333335,1.8905654000118375,153.20016439999745,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,1,1,1,0,19,19,22,,,154.23312387999906,None,155.21681830000307,None,3.4544270833333335,1.2542035999940708,155.21681830000307,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,1,1,1,0,20,20,25,,,155.56630390000646,None,156.56664459999593,None,3.4544270833333335,2.627511599988793,156.56664459999593,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,1,1,1,0,21,21,1,,,158.23290682000226,159.23315359999833,159.21647450000455,None,3.4544270833333335,1.2492514999903506,159.21647450000455,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,1,1,1,0,22,22,14,,,159.51644551999635,160.51660630000697,160.51660630000697,None,3.4544270833333335,2.124475499993423,160.51660630000697,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,1,1,1,0,23,23,16,,,161.7328858999972,162.73279589999584,162.73279589999584,None,3.4544270833333335,2.0031772000074852,162.73279589999584,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,1,1,1,0,24,24,15,,,163.81595523999712,None,164.80019199999515,None,3.4544270833333335,1.434116799995536,164.80019199999515,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,1,1,1,0,25,25,35,,,165.26612685999717,166.26624330000777,166.26624330000777,None,3.4544270833333335,2.12518160000036,166.26624330000777,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,1,1,1,0,26,26,8,,,167.43285342000019,168.432599199994,168.4158383000031,None,3.4544270833333335,1.8536126999970293,168.4158383000031,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,1,1,1,0,27,27,7,,,169.34914184000226,170.34940049999568,170.3326081999985,None,3.4544270833333335,1.5502590999967651,170.3326081999985,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,1,1,1,0,28,28,28,,,170.96576774000422,None,171.94957120000618,None,3.4544270833333335,1.2167898000043351,171.94957120000618,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,1,1,1,0,29,29,30,,,172.19918886000815,173.19944039999973,173.19944039999973,None,3.4544270833333335,2.1925406999944244,173.19944039999973,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,1,1,1,0,30,30,3,,,174.49919726000226,175.4992454000021,175.4992454000021,None,3.4544270833333335,1.6929091999918455,175.4992454000021,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,1,1,1,0,31,31,24,,,176.24904238000747,None,177.23210330000438,None,3.4544270833333335,2.254547199991066,177.23210330000438,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,1,1,1,0,32,32,5,,,178.59905226000993,None,179.58302960000583,None,3.4544270833333335,2.30075469998701,179.58302960000583,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,1,1,1,0,33,33,19,,,180.94902528000532,None,181.9332221999939,None,3.4544270833333335,1.9675672000012128,181.9332221999939,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,1,1,1,0,34,34,11,,,182.98180364000436,183.98190139999497,183.98190139999497,None,3.4544270833333335,1.8426276999962283,183.98190139999497,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,1,1,1,0,35,35,29,,,184.8983758400078,None,185.86544290000165,None,3.4544270833333335,1.8378159999992931,185.86544290000165,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
1500,0.02,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,2,2,0,0,0,0,27,,,186.78181678000257,187.7817789999972,187.7817789999972,None,3.4544270833333335,2.0739516000030562,187.7817789999972,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,2,2,0,0,1,1,16,,,188.96518266000786,189.96500430000015,189.96500430000015,None,3.4544270833333335,1.709357400002773,189.96500430000015,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,2,2,0,0,2,2,17,,,190.73147158000504,191.7317127999995,191.7317127999995,None,3.4544270833333335,1.6396594999969238,191.7317127999995,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,2,2,0,0,3,3,9,,,192.5478135000012,193.54861589999928,193.54861589999928,None,3.4544270833333335,1.8597563000075752,193.54861589999928,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,2,2,0,0,4,4,32,,,194.48137663999805,None,195.46493269999337,None,None,None,195.46493269999337,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,2,2,0,0,5,5,19,,,197.49785948000792,198.4983052000025,198.48132279999845,197.491328300006,3.51953125,1.4683188000053633,198.48132279999845,197.491328300006,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,2,2,0,0,6,6,6,,,199.03165444000624,200.03136340000492,200.03136340000492,None,3.51953125,1.507802599997376,200.03136340000492,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,2,2,0,0,7,7,33,,,200.63145270000678,None,201.61445059999824,None,3.51953125,1.6330281999980798,201.61445059999824,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,0,0,8,8,0,,,202.36415876000538,None,203.34808229999908,None,3.51953125,1.619154999993043,203.34808229999908,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,2,2,0,0,9,9,1,,,204.03091078000145,205.0312369000021,205.0146844999981,None,3.51953125,1.5146220000024186,205.0146844999981,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,2,2,0,0,10,10,28,,,205.61419083999644,206.61442850000458,206.61442850000458,None,3.421875,1.4063375999976415,206.61442850000458,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,0,0,11,11,34,,,207.08121367999703,None,208.0809348000039,None,3.51953125,1.8235343000123976,208.0809348000039,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,2,2,0,0,12,12,22,,,209.01391896000715,None,209.99738179999986,None,3.51953125,1.5354101999982959,209.99738179999986,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,2,2,0,0,13,13,12,,,210.5806984199997,211.5808745999966,211.5808745999966,None,3.51953125,1.7226952000055462,211.5808745999966,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,2,2,0,0,14,14,30,,,212.33066825999995,213.33065089999582,213.33065089999582,None,3.545572916666667,1.8256154999980936,213.33065089999582,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,2,2,0,0,15,15,13,,,214.1971291199996,215.19738090000465,215.19738090000465,None,3.545572916666667,1.7724949999974342,215.19738090000465,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,2,2,0,0,16,16,24,,,216.03038988000773,None,217.0138309000031,None,3.545572916666667,1.7542564000032144,217.0138309000031,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
400,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,2,2,0,0,17,17,8,,,217.81376781999717,218.81355960000656,218.79695980000542,None,3.545572916666667,2.3320202000031713,218.79695980000542,None,,,,,,,hola,001,2020_Dec_15_1342,piloto1,2020.2.5,59.989333895528695,
