trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Hertz,volumen,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Imagenes,Random,Correcto,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.36375349998707,None,9.415523000003304,None,None,None,9.415523000003304,None,,,,,,,
