mensaje_intro.started,mensaje_intro.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.328187500010245,None,space,12.902153800008819,11.328187500010245,None,1,001,2021_Jan_09_0114,piloto1,2020.2.5,59.90355528083147,
