trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Hertz,volumen,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Imagenes,Random,Correcto,text.started,text.stopped,sound_3.started,sound_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.424892500042915,None,14.450885470001959,None,,,,,,,
