Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text.started,text.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,0,0,1,0,32,32,35,,,65.68675952006598,66.68701450002845,66.67017499997746,None,4.528645833333333,1.7121089999563992,66.67017499997746,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1500,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,1,0,33,33,6,,,67.4366980400635,None,68.42059240001254,None,3.4869791666666665,1.5111859999597073,68.42059240001254,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,0,0,1,0,34,34,23,,,68.97015131996014,69.97033260005992,69.97033260005992,None,4.359375,1.503889900050126,69.97033260005992,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,1,0,35,35,26,,,70.52017334005797,None,71.50448560004588,None,3.571614583333333,1.4631769000552595,71.50448560004588,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1500,0.02,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,1,1,2,0,0,0,35,,,72.01989864006174,None,72.98647570004687,None,4.10546875,1.4028107000049204,72.98647570004687,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,1,1,2,0,1,1,1,,,73.4363496199716,74.43646470003296,74.43646470003296,None,3.786458333333333,1.3211386000039056,74.43646470003296,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Rollos de canela.png,0.2610974409574519,None,0,1,1,2,0,2,2,34,,,74.80334053998814,None,75.78646870004013,None,4.170572916666667,1.2334462000289932,75.78646870004013,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,1,1,2,0,3,3,4,,,76.0862132600043,None,77.07032389997039,None,4.365885416666667,1.144440299947746,77.07032389997039,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,1,1,2,0,4,4,28,,,77.27010904003401,None,78.2537905999925,None,3.688802083333333,1.212393100024201,78.2537905999925,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,1,1,2,0,5,5,18,,,78.51942603995559,79.51987930003088,79.5033583000768,None,4.18359375,1.2511492999037728,79.5033583000768,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,1,1,2,0,6,6,23,,,79.78640031998512,80.78623830003198,80.78623830003198,None,4.02734375,1.2698093000799417,80.78623830003198,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Papas picantes.jpg,0.524978898672612,None,0,1,1,2,0,7,7,27,,,81.085994319967,82.08596759999637,82.06946290004998,None,4.001302083333333,1.2470389000372961,82.06946290004998,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,1,1,2,0,8,8,8,,,82.35262092002668,83.35294680006336,83.33601129997987,None,4.001302083333333,1.2947282999521121,83.33601129997987,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,1,1,2,0,9,9,26,,,83.68600894005505,84.68592189997435,84.66989090002608,None,4.001302083333333,1.331058599986136,84.66989090002608,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,1,1,2,0,10,10,14,,,85.03593672006392,86.03599580004811,86.03599580004811,None,4.001302083333333,1.237430699984543,86.03599580004811,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Canelazo.png,0.6730479360767814,None,0,1,1,2,0,11,11,22,,,86.33593715999741,None,87.31954419997055,None,3.5,1.2667133999057114,87.31954419997055,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,1,1,2,0,12,12,25,,,87.65268275996205,88.6531228000531,88.6531228000531,None,2.66015625,1.2733167000114918,88.6531228000531,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,1,1,2,0,13,13,12,,,88.95288462003228,None,89.9528478999855,None,2.171875,1.3432103999657556,89.9528478999855,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,1,1,2,0,14,14,17,,,90.3359409400262,None,91.3195463999873,None,3.5,1.2623357000993565,91.3195463999873,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,1,1,2,0,15,15,5,,,91.65214625995141,None,92.63578260003123,None,1.6705729166666665,1.3836208999855444,92.63578260003123,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,1,1,2,0,16,16,6,,,93.06870724000038,94.06948030006606,94.06948030006606,None,2.71875,1.2894148000050336,94.06948030006606,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,1,1,2,0,17,17,10,,,94.4020517400466,None,95.38559299998451,None,3.3567708333333335,1.236373299965635,95.38559299998451,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,1,1,2,0,18,18,7,,,95.66866433999968,96.66867599997204,96.65256050007883,None,3.0377604166666665,1.264342000009492,96.65256050007883,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Almojabanas.png,0.6725051200713246,None,0,1,1,2,0,19,19,20,,,96.96856754000765,97.96929470007308,97.96929470007308,None,2.790364583333333,1.1896957999560982,97.96929470007308,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Brocoli.jpg,0.24293074945529525,None,0,1,1,2,0,20,20,21,,,98.18563752002083,None,99.1853253999725,None,3.3111979166666665,1.224575400003232,99.1853253999725,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,1,1,2,0,21,21,3,,,99.45170374000446,100.45255789998919,100.45255789998919,None,2.9986979166666665,1.3541681000497192,100.45255789998919,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,1,1,2,0,22,22,13,,,100.8355589200277,101.8350902000675,101.8186889999779,None,2.588541666666667,1.2784413000335917,101.8186889999779,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,1,1,2,0,23,23,16,,,102.1685068599647,103.16876300005242,103.15248210006393,None,3.59765625,1.2638340999837965,103.15248210006393,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,1,1,2,0,24,24,29,,,103.4682864399627,104.46831140003633,104.45225510001183,None,2.809895833333333,1.267022700048983,104.45225510001183,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,1,1,2,0,25,25,11,,,104.76820443996695,105.7689331000438,105.7689331000438,None,3.5390625,1.3436163000296801,105.7689331000438,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,1,1,2,0,26,26,31,,,106.13530662001577,107.13484820001759,107.13484820001759,None,2.829427083333333,1.3053447001148015,107.13484820001759,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,1,1,2,0,27,27,24,,,107.46835452001542,108.4687636999879,108.4687636999879,None,3.421875,1.2711051000515,108.4687636999879,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,1,1,2,0,28,28,33,,,108.78484814004042,109.78497739997692,109.78497739997692,None,3.98828125,1.242958200047724,109.78497739997692,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Pizzetas.png,0.3295951589873042,None,0,1,1,2,0,29,29,32,,,110.0679069399601,111.0682920999825,111.05192870006431,None,3.4348958333333335,1.2810303999576718,111.05192870006431,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,1,1,2,0,30,30,2,,,111.38486023999286,None,112.36839199997485,None,3.0377604166666665,1.2637717999750748,112.36839199997485,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,1,1,2,0,31,31,0,,,112.70126905995421,113.70177000004333,113.70177000004333,None,3.5390625,1.240343700046651,113.70177000004333,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,1,1,2,0,32,32,30,,,113.9681476200698,114.96821640001144,114.95158340001944,None,3.2005208333333335,1.3116558999754488,114.95158340001944,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,1,1,2,0,33,33,15,,,115.3012616199907,None,116.28450189996511,None,3.649739583333333,1.2946706999791786,116.28450189996511,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,1,1,2,0,34,34,9,,,116.66778727995698,117.66826780000702,117.65208739996888,None,3.3763020833333335,1.2492233000230044,117.65208739996888,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,1,1,2,0,35,35,19,,,117.95140673995485,None,118.93499029998202,None,3.08984375,1.3016071000602096,118.93499029998202,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.02,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Popetas.jpg,0.9621625733302204,None,0,2,2,3,0,0,0,16,,,119.30150345996954,None,120.28462060005404,None,3.32421875,1.434814800042659,120.28462060005404,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,2,2,3,0,1,1,6,,,120.76757014002652,121.76759220007807,121.76759220007807,None,3.71484375,1.4724405000451952,121.76759220007807,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Papas picantes.jpg,0.524978898672612,None,0,2,2,3,0,2,2,27,,,122.26795352003538,None,123.33353740000166,None,3.845052083333333,2.0990835999837145,123.33353740000166,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Pizzetas.png,0.3295951589873042,None,0,2,2,3,0,3,3,32,,,124.40244364000392,None,125.38538830005564,None,4.411458333333333,1.4171890000579879,125.38538830005564,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Brownie.jpg,0.2838924074864093,None,0,2,2,3,0,4,4,3,,,125.85153974005954,126.85206060006749,126.85206060006749,None,3.1809895833333335,1.3089628999587148,126.85206060006749,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Alpinito.jpg,0.7416150880621702,None,0,2,2,3,0,5,5,0,,,127.2010845400626,None,128.1842336000409,None,2.516927083333333,1.41212120000273,128.1842336000409,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,2,2,3,0,6,6,18,,,128.63422082001344,129.63393969996832,129.63393969996832,None,3.747395833333333,1.4041247999994084,129.63393969996832,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Pandebono.png,0.8988574378129985,None,0,2,2,3,0,7,7,26,,,130.083800240024,None,131.0671985000372,None,2.764322916666667,1.2140740000177175,131.0671985000372,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Coliflor.jpg,0.3640740491088985,None,0,2,2,3,0,8,8,24,,,131.31736512002536,132.31713640003,132.31713640003,None,3.669270833333333,1.3259212999837473,132.31713640003,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Rollo de queso.png,0.9201641182756888,None,0,2,2,3,0,9,9,33,,,132.68370623998345,None,133.6671530000167,None,4.41796875,1.331277700024657,133.6671530000167,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,2,2,3,0,10,10,7,,,134.05011674000417,None,135.03396620007697,None,3.34375,1.2312221999745816,135.03396620007697,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Pescadito.png,0.7172825011486081,None,0,2,2,3,0,11,11,29,,,135.3003716199659,136.30060030007735,136.30060030007735,None,4.404947916666667,1.2902840999886394,136.30060030007735,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Mango.jpeg,0.4341155418941499,None,0,2,2,3,0,12,12,10,,,136.63328714000528,None,137.61694490001537,None,2.770833333333333,1.1841864999150857,137.61694490001537,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Banano.jpeg,0.2267656716538785,None,0,2,2,3,0,13,13,1,,,137.833707720018,None,138.83360710006673,None,3.6171875,1.21996749995742,138.83360710006673,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,2,2,3,0,14,14,15,,,139.08333781999536,140.08330850000493,140.08330850000493,None,4.606770833333333,1.2060667000478134,140.08330850000493,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,2,2,3,0,15,15,12,,,140.316751820012,None,141.31684330001008,None,3.4283854166666665,1.275004499941133,141.31684330001008,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/pistachos.jpg,0.7450869742741464,None,0,2,2,3,0,16,16,30,,,141.6165817200439,142.6165937000187,142.59996829996817,None,4.274739583333333,1.2467226000735536,142.59996829996817,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Pepinillos.png,0.0038966441241518046,None,0,2,2,3,0,17,17,28,,,142.89970293997322,143.9004450000357,143.9004450000357,None,3.545572916666667,1.3620538000250235,143.9004450000357,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,2,2,3,0,18,18,14,,,144.28358391996008,145.28346170007717,145.28346170007717,None,3.805989583333333,1.2605799000011757,145.28346170007717,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/Rollos de canela.png,0.2610974409574519,None,0,2,2,3,0,19,19,34,,,145.5833073399961,None,146.5664153000107,None,4.365885416666667,1.1497877000365406,146.5664153000107,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
1000,0.0,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,2,2,3,0,20,20,35,,,146.75078552004416,None,147.7333582000574,None,3.604166666666667,1.279035700019449,147.7333582000574,None,,,,,g,001,2020_Oct_27_1212,piloto1,2020.2.3,59.91371227018931,
