Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,0,0,1,0,10,10,30,,,38.602618099999475,39.60308720000012,39.58604430000014,None,4.489583333333333,1.6284030000006169,39.58604430000014,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,1,0,11,11,28,,,40.26898329999986,41.26936089999981,41.26936089999981,None,3.532552083333333,2.290202899999713,41.26936089999981,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Popetas.jpg,0.9621625733302204,None,0,0,0,1,0,12,12,16,,,42.61856600000019,43.61894399999983,43.61894399999983,None,4.424479166666667,1.5606880999994246,43.61894399999983,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,0,0,1,0,13,13,17,,,44.235233900000004,None,45.22118609999961,None,2.9856770833333335,1.5184380000000601,45.22118609999961,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,0,0,1,0,14,14,1,,,45.78567739999963,None,46.76888809999946,None,3.4088541666666665,1.3859864000005473,46.76888809999946,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,0,0,1,0,15,15,9,,,47.28521999999967,48.28511089999938,48.28511089999938,None,2.842447916666667,1.3937339000003703,48.28511089999938,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,0,0,1,0,16,16,14,,,48.70194909999982,49.70249259999946,49.70249259999946,None,3.4283854166666665,1.3873849000001428,49.70249259999946,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,0,0,1,0,17,17,12,,,50.1185007000001,51.118838599999435,51.118838599999435,None,4.391927083333333,1.538109600000098,51.118838599999435,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,1,0,18,18,5,,,51.70170429999999,52.70188439999947,52.70188439999947,None,4.587239583333333,1.5535003000004508,52.70188439999947,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,0,0,1,0,19,19,11,,,53.30168499999982,54.30209239999931,54.30209239999931,None,5.186197916666666,1.4387182999998913,54.30209239999931,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Uvas.jpg,0.4959291644143431,None,0,0,0,1,0,20,20,19,,,54.78525449999998,None,55.770811200000026,None,3.4609375,1.3830995999996958,55.770811200000026,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,0,0,1,0,21,21,10,,,56.18494399999936,57.18510960000003,57.18510960000003,None,4.59375,1.1710841999993136,57.18510960000003,None,h,001,2020_Dec_01_1241,piloto1,2020.2.5,60.036478164185155,
