mensaje_intro.started,mensaje_intro.stopped,boton_intro.started,boton_intro.stopped,mouse_intro.x,mouse_intro.y,mouse_intro.leftButton,mouse_intro.midButton,mouse_intro.rightButton,mouse_intro.clicked_name,mouse_intro.started,mouse_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,boton_intro_2.started,boton_intro_2.stopped,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,mouse_intro_2.clicked_name,mouse_intro_2.started,mouse_intro_2.stopped,text_prueba.started,text_prueba.stopped,boton_intro_prueba.started,boton_intro_prueba.stopped,mouse_intro_prueba.x,mouse_intro_prueba.y,mouse_intro_prueba.leftButton,mouse_intro_prueba.midButton,mouse_intro_prueba.rightButton,mouse_intro_prueba.clicked_name,mouse_intro_prueba.started,mouse_intro_prueba.stopped,nombre,date,expName,psychopyVersion,frameRate,
7.7527687000110745,None,7.7527687000110745,None,0.6393229166666666,-0.37109375,1,0,0,boton_intro,0.015500600100494921,None,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Feb_10_1801,piloto,2020.2.5,60.00657671500088,
,,,,,,,,,,,,8.131691700022202,None,8.131691700022202,None,0.6497395833333334,-0.3736979166666667,1,0,0,boton_intro_2,0.013221330009400845,None,,,,,,,,,,,,,,2021_Feb_10_1801,piloto,2020.2.5,60.00657671500088,
,,,,,,,,,,,,,,,,,,,,,,,,8.464686000021175,None,8.464686000021175,None,0.6497395833333334,-0.3736979166666667,1,0,0,boton_intro_prueba,0.012526629987405613,None,,2021_Feb_10_1801,piloto,2020.2.5,60.00657671500088,
