Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,1,1,1,0,6,6,19,,,169.3673366399933,171.36711749999813,171.3505653999964,None,3.552083333333333,2.8510179000004428,171.3505653999964,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,1,1,1,0,7,7,4,,,172.26702010999654,None,174.250999099997,None,3.4283854166666665,2.834018300003663,174.250999099997,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,1,1,1,0,8,8,17,,,175.13364883999458,177.1339114999937,177.1339114999937,None,3.4348958333333335,3.008269300000393,177.1339114999937,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,1,1,1,0,9,9,8,,,178.16683576999858,None,180.16738429999532,None,None,None,180.16738429999532,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,1,1,1,0,10,10,6,,,188.21632350999354,None,190.19969189999392,188.2063349999953,3.532552083333333,2.7838313999964157,190.19969189999392,188.2063349999953,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,1,1,1,0,11,11,14,,,191.0329351399967,193.03283299999748,193.03283299999748,None,3.532552083333333,2.8268064000003505,193.03283299999748,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,1,1,1,0,12,12,9,,,193.96589091999923,195.9669109999959,195.9669109999959,None,3.51953125,2.5766414999961853,195.9669109999959,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,1,1,1,0,13,13,5,,,196.5995809099979,198.5991589999976,198.5828479999982,None,3.51953125,2.377941799997643,198.5828479999982,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,1,1,1,0,14,14,3,,,199.0325461099994,201.03251869999804,201.0162210999988,None,3.51953125,2.83033979999891,201.0162210999988,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,1,1,1,0,15,15,0,,,201.8988028399952,203.8988784999965,203.8825685999982,None,3.44140625,2.428961400000844,203.8825685999982,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,1,1,1,0,16,16,10,,,204.36551193999622,None,206.3491456999982,None,3.506510416666667,2.3464851999960956,206.3491456999982,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,1,1,1,0,17,17,13,,,206.73237036999708,208.73206469999423,208.73206469999423,None,3.5,2.0709573999993154,208.73206469999423,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,1,1,1,0,18,18,2,,,208.8485474399975,210.84883129999798,210.84883129999798,None,3.5,2.0584378999992623,210.84883129999798,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,1,1,1,0,19,19,18,,,210.94859853999952,212.94840599999588,212.93208069999673,None,3.5,2.1008118000027025,212.93208069999673,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1500,0.02,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,2,2,2,0,0,0,11,,,213.0983727099949,215.09886809999443,215.09886809999443,None,3.5,2.038745799996832,215.09886809999443,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,2,2,2,0,1,1,4,,,215.19828050999715,217.19862499999726,217.19862499999726,None,3.5,2.1768461000028765,217.19862499999726,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,2,2,2,0,2,2,10,,,217.41502433999705,219.41508479999902,219.41508479999902,None,3.5,2.1245951000018977,219.41508479999902,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,2,2,2,0,3,3,2,,,219.59801150999485,221.5981940999991,221.58171399999992,None,3.5,2.2498080000004848,221.58171399999992,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,2,2,2,0,4,4,19,,,221.88127023999988,None,223.86492179999914,None,3.5,2.2855283000026247,223.86492179999914,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,2,2,2,0,5,5,8,,,224.18149376999864,226.18132559999503,226.18132559999503,None,3.5,2.174621300000581,226.18132559999503,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,2,2,2,0,6,6,13,,,226.38115607,228.38134429999627,228.38134429999627,None,3.5,2.5544374999954016,228.38134429999627,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,2,2,2,0,7,7,5,,,228.9809234399989,230.98140669999702,230.98140669999702,None,3.5,2.254329899995355,230.98140669999702,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,2,2,2,0,8,8,1,,,231.2808366399957,233.28079179999622,233.26432159999968,None,3.5,2.0327239999969606,233.26432159999968,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,2,2,2,0,9,9,16,,,233.38095127999404,235.38073579999764,235.36469099999522,None,3.5,2.164490899995144,235.36469099999522,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,2,2,2,0,10,10,18,,,235.5808153399965,None,237.58103299999493,None,3.5,2.093384800005879,237.58103299999493,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,2,2,2,0,11,11,6,,,237.7305985099949,None,239.71424329999718,None,None,None,239.71424329999718,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,2,2,2,0,12,12,15,,,247.7135947699957,249.71346489999996,249.71346489999996,247.7148606999981,3.5,6.289017700000841,249.71346489999996,247.7148606999981,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,2,2,2,0,13,13,14,,,254.0300109699987,256.02991149999434,256.02991149999434,None,3.5,3.0053274000019883,256.02991149999434,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,2,2,2,0,14,14,0,,,257.1129654799966,None,259.0968175999951,None,3.5,2.968081200000597,259.0968175999951,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,2,2,2,0,15,15,3,,,260.1464238799977,None,262.1300084999966,None,3.5,5.099276399996597,262.1300084999966,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,2,2,2,0,16,16,17,,,265.2794778399955,267.27965339999355,267.27965339999355,None,3.5,5.425356200001261,267.27965339999355,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,2,2,2,0,17,17,12,,,270.7292549699945,272.7292996999968,272.7292996999968,None,3.5,7.4216207999998005,272.7292996999968,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,2,2,2,0,18,18,7,,,278.1954955399967,280.19575309999345,280.19575309999345,None,3.5,5.389438100006373,280.19575309999345,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,2,2,2,0,19,19,9,,,283.6951112199953,285.6956827999966,285.6798614999934,None,3.5,3.096445000002859,285.6798614999934,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
1000,0.02,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,3,3,0,0,0,0,13,,,286.82871423999745,288.8285479999977,288.8285479999977,None,3.5,2.7382610000058776,288.8285479999977,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,3,3,0,0,1,1,15,,,289.59487466999633,291.5951825999946,291.5951825999946,None,3.5,3.538192500003788,291.5951825999946,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Alpinito.jpg,0.4515332417045813,None,0,3,3,0,0,2,2,0,,,293.19476050999873,None,295.1786087999935,None,3.5,2.7971680000046035,295.1786087999935,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Mango.jpeg,0.555669112372461,None,0,3,3,0,0,3,3,10,,,296.0280131399966,298.0283251000001,298.0283251000001,None,3.5,2.8766362000023946,298.0283251000001,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Banano.jpeg,0.651633055306917,None,0,3,3,0,0,4,4,1,,,298.94457743999806,None,300.92780779999885,None,3.5,3.18491240000003,300.92780779999885,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,3,3,0,0,5,5,9,,,302.2274889199965,304.2288680999991,304.2288680999991,None,3.5,2.7052962000016123,304.2288680999991,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,3,3,0,0,6,6,6,,,304.97792053999433,306.977819199994,306.977819199994,None,3.5,3.0383513999986462,306.977819199994,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,3,3,0,0,7,7,2,,,308.0772751099932,310.07736449999356,310.06088809999346,None,3.5,3.016796299998532,310.06088809999346,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Kiwi.jpg,0.5893907384852061,None,0,3,3,0,0,8,8,8,,,311.1106185699995,313.1108217000001,313.1108217000001,None,3.5,3.1231540000007953,313.1108217000001,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,3,3,0,0,9,9,14,,,314.2604099699987,316.26058999999805,316.26058999999805,None,3.5,2.9206400999973994,316.26058999999805,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,3,3,0,0,10,10,18,,,317.2269642399958,None,319.21021449999535,None,3.5,3.001666700001806,319.21021449999535,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,3,3,0,0,11,11,12,,,320.2601921399953,None,322.2440176999953,None,3.5,2.7348471000004793,322.2440176999953,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Popetas.jpg,0.07650200324054446,None,0,3,3,0,0,12,12,16,,,323.05989187999654,None,325.0606493999949,None,3.5,3.0388961999997264,325.0606493999949,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Uvas.jpg,0.7734382152670648,None,0,3,3,0,0,13,13,19,,,326.14327063999804,None,328.1266456999947,None,3.5,2.816468700002588,328.1266456999947,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Croissant.jpg,0.6152458173421255,None,0,3,3,0,0,14,14,5,,,329.0096017099997,None,330.97645419999753,None,3.5390625,3.419973999996728,330.97645419999753,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,3,3,0,0,15,15,17,,,332.476154309995,None,334.45992979999573,None,3.5390625,2.8349553999942145,334.45992979999573,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,3,3,0,0,16,16,4,,,335.3593739099953,337.35993799999414,337.35993799999414,None,3.59765625,2.9573916000008467,337.35993799999414,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Brownie.jpg,0.17000143351927688,None,0,3,3,0,0,17,17,3,,,338.37597040999316,None,340.3596531999938,None,3.578125,2.795489500000258,340.3596531999938,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,3,3,0,0,18,18,7,,,341.20936693999533,343.20921209999506,343.1929391999947,None,3.578125,2.728315399996063,343.1929391999947,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,imagenes\Manzana.jpg,0.5168162194437935,None,0,3,3,0,0,19,19,11,,,343.99239730999324,345.9921875999935,345.9760241999975,None,3.578125,2.9332431000002543,345.9760241999975,None,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
400,0.02,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,l,001,2020_Sep_29_1334,piloto1,2020.2.3,60.05695801921577,
,,,,,,,,,,,,,,,,,,,,,,,346.94218839999667,None,351.94175329999416,None,,,,,,,
