Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,textbox_prueba.started,textbox_prueba.stopped,sonido_prueba.started,sonido_prueba.stopped,image_prueba.started,image_prueba.stopped,slider_prueba.response,slider_prueba.rt,slider_prueba.started,slider_prueba.stopped,sonido_prueba_2.started,sonido_prueba_2.stopped,image_prueba_2.started,image_prueba_2.stopped,slider_prueba_2.response,slider_prueba_2.rt,slider_prueba_2.started,slider_prueba_2.stopped,textbox_prueba_2.started,textbox_prueba_2.stopped,sonido_exp.started,sonido_exp.stopped,image_exp.started,image_exp.stopped,slider_exp.response,slider_exp.rt,slider_exp.started,slider_exp.stopped,text_subasta1.started,text_subasta1.stopped,text_subasta2.started,text_subasta2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Mango.jpeg,0.4341155418941499,None,0,0,0,1,0,24,24,10,,,,,,,,,,,,,,,,,,,,,,,,,60.91426476995112,61.9142171999556,61.9142171999556,None,1.0,1.021610600000713,61.9142171999556,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,1,0,25,25,28,,,,,,,,,,,,,,,,,,,,,,,,,61.9808436399675,None,62.98089289997006,None,1.0,1.9592937999987043,62.98089289997006,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/pistachos.jpg,0.7450869742741464,None,0,0,0,1,0,26,26,30,,,,,,,,,,,,,,,,,,,,,,,,,63.96399037000374,None,64.94794889999321,None,1.0,1.0816940999939106,64.94794889999321,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,0,0,1,0,27,27,1,,,,,,,,,,,,,,,,,,,,,,,,,65.06398607000592,66.06396239995956,66.06396239995956,None,1.0,1.0719951000064611,66.06396239995956,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Coliflor.jpg,0.3640740491088985,None,0,0,0,1,0,28,28,24,,,,,,,,,,,,,,,,,,,,,,,,,66.16426696996787,None,67.16423799999757,None,1.0,1.1597025000373833,67.16423799999757,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Chontaduro.png,0.8693553300418813,None,0,0,0,1,0,29,29,23,,,,,,,,,,,,,,,,,,,,,,,,,67.34745906999451,68.34738239995204,68.34738239995204,None,1.0,1.2932775999652222,68.34738239995204,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,0,0,1,0,30,30,25,,,,,,,,,,,,,,,,,,,,,,,,,68.68039213997545,69.68025489995489,69.68025489995489,None,1.0,1.2875147999729961,69.68025489995489,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,1,0,31,31,26,,,,,,,,,,,,,,,,,,,,,,,,,70.01370083998191,71.01372230000561,71.01372230000561,None,1.0,2.103596300003119,71.01372230000561,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,0,0,1,0,32,32,33,,,,,,,,,,,,,,,,,,,,,,,,,72.16390863995767,73.16368519997923,73.14693729998544,None,1.0,1.2272520999540575,73.14693729998544,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,1,0,33,33,7,,,,,,,,,,,,,,,,,,,,,,,,,73.43023223998026,74.43043569999281,74.41384559997823,None,None,None,74.41384559997823,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,0,0,1,0,34,34,29,,,,,,,,,,,,,,,,,,,,,,,,,76.41375086999615,77.41366149997339,77.41366149997339,76.41443899995647,1.0,1.1392545000417158,77.41366149997339,76.41443899995647,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,0,0,1,0,35,35,11,,,,,,,,,,,,,,,,,,,,,,,,,77.59688224000857,None,78.5802110999939,None,1.0,1.316658700001426,78.5802110999939,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1500,0.02,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Pizzetas.png,0.3295951589873042,None,0,1,1,3,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,78.94655403998914,79.9467042000033,79.93023840000387,None,1.0,1.245383800007403,79.93023840000387,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,1,1,3,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,80.23041563996813,81.22992879996309,81.22992879996309,None,1.0,2.6892812000005506,81.22992879996309,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Rollo de queso.png,0.9201641182756888,None,0,1,1,3,0,2,2,33,,,,,,,,,,,,,,,,,,,,,,,,,82.96328033999308,None,83.94666039996082,None,1.0,2.0651813999866135,83.94666039996082,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Rollos de canela.png,0.2610974409574519,None,0,1,1,3,0,3,3,34,,,,,,,,,,,,,,,,,,,,,,,,,85.04642606999842,None,86.04640519997338,None,1.0,1.6241006999625824,86.04640519997338,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Uvas.jpg,0.4959291644143431,None,0,1,1,3,0,4,4,19,,,,,,,,,,,,,,,,,,,,,,,,,86.69635806996958,87.69638389995089,87.69638389995089,None,None,None,87.69638389995089,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Coliflor.jpg,0.3640740491088985,None,0,1,1,3,0,5,5,24,,,,,,,,,,,,,,,,,,,,,,,,,89.7129501399817,None,90.69626209995477,89.70528339996235,1.0,1.8482791000278667,90.69626209995477,89.70528339996235,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Kiwi.jpg,0.3929145850942286,None,0,1,1,3,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,91.57943076997181,None,92.56285769998794,None,1.0,1.0621735000167973,92.56285769998794,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Pandebono.png,0.8988574378129985,None,0,1,1,3,0,7,7,26,,,,,,,,,,,,,,,,,,,,,,,,,92.6793219399755,93.67953089997172,93.66272689995822,None,1.0,1.8301943999831565,93.66272689995822,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Chontaduro.png,0.8693553300418813,None,0,1,1,3,0,8,8,23,,,,,,,,,,,,,,,,,,,,,,,,,94.52944917000714,None,95.52950469998177,None,1,1.7728684999747202,95.52950469998177,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Pescadito.png,0.7172825011486081,None,0,1,1,3,0,9,9,29,,,,,,,,,,,,,,,,,,,,,,,,,96.345927439956,None,97.32928619999439,None,1,1.4526497999904677,97.32928619999439,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,1,1,3,0,10,10,12,,,,,,,,,,,,,,,,,,,,,,,,,97.81248717000126,None,98.81266779999714,None,1,1.5062699999543838,98.81266779999714,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Pepinillos.png,0.0038966441241518046,None,0,1,1,3,0,11,11,28,,,,,,,,,,,,,,,,,,,,,,,,,99.36244123997167,100.3623060999671,100.3623060999671,None,1,2.1752339999657124,100.3623060999671,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Brownie.jpg,0.2838924074864093,None,0,1,1,3,0,12,12,3,,,,,,,,,,,,,,,,,,,,,,,,,101.59566600998515,102.59560959995724,102.5791104999953,None,1,1.2316666999831796,102.5791104999953,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Papas picantes.jpg,0.524978898672612,None,0,1,1,3,0,13,13,27,,,,,,,,,,,,,,,,,,,,,,,,,102.8456790700031,103.84576699999161,103.82904869999038,None,None,None,103.82904869999038,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Brocoli.jpg,0.24293074945529525,None,0,1,1,3,0,14,14,21,,,,,,,,,,,,,,,,,,,,,,,,,105.82886436996633,None,106.81220769998617,105.82880560000194,1,1.1959722000174224,106.81220769998617,105.82880560000194,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Manzana.jpg,0.4048420327008191,None,0,1,1,3,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,107.06200183995534,108.06208089995198,108.06208089995198,None,1,1.2230931000085548,108.06208089995198,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,1,1,3,0,16,16,35,,,,,,,,,,,,,,,,,,,,,,,,,108.31209757000325,None,109.29540979996091,None,1,1.3632802000502124,109.29540979996091,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,1,1,3,0,17,17,6,,,,,,,,,,,,,,,,,,,,,,,,,109.71191953999224,None,110.71199949999573,None,1,1.761153600004036,110.71199949999573,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Papas-limon.jpg,0.5280798509093595,None,0,1,1,3,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,111.49516397000407,112.49533459998202,112.49533459998202,None,None,None,112.49533459998202,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Croissant.jpg,0.5824748589948932,None,0,1,1,3,0,19,19,5,,,,,,,,,,,,,,,,,,,,,,,,,114.52858120999882,None,115.51173179998295,114.51772790000541,1,1.5855690999887884,115.51173179998295,114.51772790000541,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,1,1,3,0,20,20,18,,,,,,,,,,,,,,,,,,,,,,,,,116.12843736996292,117.12839209998492,117.12839209998492,None,1,1.1550076000276022,117.12839209998492,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Muffin de banano.png,0.9610615059009696,None,0,1,1,3,0,21,21,25,,,,,,,,,,,,,,,,,,,,,,,,,117.34480140997913,118.34481449995656,118.34481449995656,None,1,1.3217751000192948,118.34481449995656,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Mango.jpeg,0.4341155418941499,None,0,1,1,3,0,22,22,10,,,,,,,,,,,,,,,,,,,,,,,,,118.71193183996948,None,119.69481610000366,None,1,1.365681900002528,119.69481610000366,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Papas-naturales.jpg,0.37590629905521566,None,0,1,1,3,0,23,23,13,,,,,,,,,,,,,,,,,,,,,,,,,120.0947367699875,121.09481969999615,121.09481969999615,None,1,1.5247729000402614,121.09481969999615,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Chocoramo.jfif.jpg,0.7425528559884101,None,0,1,1,3,0,24,24,4,,,,,,,,,,,,,,,,,,,,,,,,,121.66140113995644,122.66153669997584,122.66153669997584,None,1,1.8392047000234015,122.66153669997584,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,1,1,3,0,25,25,2,,,,,,,,,,,,,,,,,,,,,,,,,123.54475193998078,None,124.52812259999337,None,1,1.3853333999868482,124.52812259999337,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Pizza.png,0.21192443516553439,None,0,1,1,3,0,26,26,31,,,,,,,,,,,,,,,,,,,,,,,,,124.94462396997842,125.94473689998267,125.94473689998267,None,1,1.1067671999917366,125.94473689998267,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Almojabanas.png,0.6725051200713246,None,0,1,1,3,0,27,27,20,,,,,,,,,,,,,,,,,,,,,,,,,126.09437893998111,127.0945504999836,127.0945504999836,None,None,None,127.0945504999836,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,1,1,3,0,28,28,7,,,,,,,,,,,,,,,,,,,,,,,,,129.11092143998246,None,130.09457399998792,129.0992605999927,1,1.6188581999740563,130.09457399998792,129.0992605999927,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/pistachos.jpg,0.7450869742741464,None,0,1,1,3,0,29,29,30,,,,,,,,,,,,,,,,,,,,,,,,,130.74441477000363,None,131.72782249999,None,1,1.1630698000080884,131.72782249999,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Canelazo.png,0.6730479360767814,None,0,1,1,3,0,30,30,22,,,,,,,,,,,,,,,,,,,,,,,,,131.96092280995217,None,132.96137179998914,None,1,1.1243439000099897,132.96137179998914,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Alpinito.jpg,0.7416150880621702,None,0,1,1,3,0,31,31,0,,,,,,,,,,,,,,,,,,,,,,,,,133.1442029100086,134.1441914999741,134.12779479997698,None,1,1.2622513999813236,134.12779479997698,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Banano.jpeg,0.2267656716538785,None,0,1,1,3,0,32,32,1,,,,,,,,,,,,,,,,,,,,,,,,,134.44414173995608,None,135.41081319999648,None,1,1.6513975999550894,135.41081319999648,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Popetas.jpg,0.9621625733302204,None,0,1,1,3,0,33,33,16,,,,,,,,,,,,,,,,,,,,,,,,,136.12751204000085,137.1274247999536,137.1274247999536,None,1,1.17194600001676,137.1274247999536,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,1,1,3,0,34,34,9,,,,,,,,,,,,,,,,,,,,,,,,,137.39426845000708,138.39397569996072,138.39397569996072,None,1,1.0441691000014544,138.39397569996072,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,1,1,3,0,35,35,15,,,,,,,,,,,,,,,,,,,,,,,,,138.46074177000554,139.4607589999796,139.4607589999796,None,1,1.2230049999780022,139.4607589999796,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.0,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,2,2,2,0,0,0,29,,,,,,,,,,,,,,,,,,,,,,,,,139.72732113997915,None,140.7273841999704,None,1,1.2413958999677561,140.7273841999704,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
1000,0.02,imagenes/Manzana.jpg,0.4048420327008191,None,0,2,2,2,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,141.01068213998803,None,141.9939586999826,None,1,1.210579200007487,141.9939586999826,None,,,,,,,y,001,2021_Jan_08_2331,piloto1,2020.2.5,60.01529189404076,
