Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text.started,text.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes\Chocoramo.jfif.jpg,0.7789437122019539,None,0,0,0,3,0,0,0,4,56.62430397990393,None,56.67345390000264,None,3.2591145833333335,0.7712825999769848,56.67345390000264,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\bon-bon-bun.jpg,0.7387922093313524,None,0,0,0,3,0,1,1,2,57.438664879987485,57.44945680000819,57.44248040000093,None,4.02734375,0.2231935000163503,57.44248040000093,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Alpinito.jpg,0.4515332417045813,None,0,0,0,3,0,2,2,0,57.722026219996046,None,57.719987599994056,None,2.8359375,0.12832849999540485,57.719987599994056,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Croissant.jpg,0.6152458173421255,None,0,0,0,3,0,3,3,5,57.90505041999568,None,57.906642599991756,None,2.9596354166666665,0.12420650001149625,57.906642599991756,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Galletas-festival.jpg,0.36121121246191135,None,0,0,0,3,0,4,4,7,58.0883758199896,58.099918899999466,58.093232999992324,None,5.244791666666666,0.13710799999535084,58.093232999992324,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Leche-de-almendras.jpg,0.36073876480313727,None,0,0,0,3,0,5,5,9,58.35506587996788,None,58.356064399995375,None,4.333333333333333,0.04434930000570603,58.356064399995375,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Popetas.jpg,0.07650200324054446,None,0,0,0,3,0,6,6,16,58.45557632000128,None,58.450657299981685,None,3.5,0.1313374000019394,58.450657299981685,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Manzana.jpg,0.5168162194437935,None,0,0,0,3,0,7,7,11,58.621627179981445,58.63166769998497,58.62529100000393,None,1.37109375,0.12301409998326562,58.62529100000393,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Mango.jpeg,0.555669112372461,None,0,0,0,3,0,8,8,10,58.805071519975904,None,58.802916499989806,None,2.9921875,0.14469999997527339,58.802916499989806,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Uvas.jpg,0.7734382152670648,None,0,0,0,3,0,9,9,19,58.9882675799774,58.99919969998882,58.99330859998008,None,2.393229166666667,0.32149659999413416,58.99330859998008,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Papas-pollo.jpg,0.6683114062971784,None,0,0,0,3,0,10,10,15,59.35480848000152,59.35989609998069,59.35306959997979,None,3.578125,0.42753210000228137,59.35306959997979,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Papas-naturales.jpg,0.15856838916280946,None,0,0,0,3,0,11,11,13,59.82168757998734,59.826020499982405,59.82034730000305,None,4.125,0.15958569999202155,59.82034730000305,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Rosquitas (1).jpg,0.3035383390851263,None,0,0,0,3,0,12,12,17,60.0382825199893,60.05126819998259,60.04327349999221,None,4.528645833333333,0.12169699999503791,60.04327349999221,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Galletas Tosh.jpg,0.478088790487872,None,0,0,0,3,0,13,13,6,60.23856405998813,60.24113270000089,60.23373999999603,None,3.51953125,0.07984369999030605,60.23373999999603,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Papas-limon.jpg,0.020692288100133793,None,0,0,0,3,0,14,14,14,60.338155140003074,60.35477740000351,60.34202769998228,None,3.0638020833333335,0.12335440001334064,60.34202769998228,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Brownie.jpg,0.17000143351927688,None,0,0,0,3,0,15,15,3,60.538412659987806,None,60.53963719998137,None,2.380208333333333,0.09449200000381097,60.53963719998137,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Nutella (1).jpg,0.5277483225747329,None,0,0,0,3,0,16,16,12,60.67154297999805,None,60.671599599998444,None,2.263020833333333,0.11002369999187067,60.671599599998444,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
1000,0.0,imagenes\Yogurt-alpina.jpg,0.21540995091807813,None,0,0,0,3,0,17,17,18,60.82154007999925,None,60.8273557999928,None,2.595052083333333,0.10461260000010952,60.8273557999928,None,,,,,w,001,2020_Oct_06_1132,piloto1,2020.2.3,60.10464217766041,
