Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,3,0,0,0,5,14.285213679948356,None,24.434808239981066,None,25.449690899986308,None,3.4348958333333335,1.71505190001335,25.449690899986308,None,j,001,2020_Nov_03_1512,piloto1,2020.2.5,59.964872589392805,
