4.5124 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
29.5269 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
32.6631 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000023841DA3160>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000023841F2E198>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
32.6636 	EXP 	window1: mouseVisible = True
32.6637 	EXP 	window1: recordFrameIntervals = False
32.8284 	EXP 	window1: recordFrameIntervals = True
33.0125 	EXP 	window1: recordFrameIntervals = False
33.3835 	EXP 	Sound sound_3 set volume 1.000
33.3838 	EXP 	Sound Sonido set volume 1.000
33.3942 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
33.4513 	EXP 	window1: mouseVisible = True
33.5853 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, color='LightGray', depth=0, flip=False, font='HelveticaBold', granularity=0, labelHeight=0.05, labelWrapWidth=None, labels=('0', '1000', '2000', '3000', '4000', '5000'), name='slider_2', pos=(0, -0.3), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), style=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6]), units='height', win=Window(...))
33.6199 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
33.6406 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
33.6563 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0.  , 0.15]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
33.6585 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
33.6602 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
33.6625 	EXP 	Created texto_final = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='texto_final', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
33.7126 	EXP 	slider_2: autoLog = True
33.7126 	EXP 	slider_2: markerPos = None
33.7126 	EXP 	slider_2: rating = None
33.7126 	EXP 	slider_2: markerPos = None
33.7126 	EXP 	slider_2: contrast = 1.0
33.7126 	EXP 	slider_2: autoLog = True
33.7126 	EXP 	slider_2: style = ['rating']
43.8109 	EXP 	Imported ruidos.xlsx as conditions, 4 conditions, 2 params
43.8111 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
43.8114 	EXP 	New trial (rep=0, index=0): OrderedDict([('Hertz', 1500), ('volumen', 0.02)])
43.8222 	EXP 	Imported imagenes.xlsx as conditions, 36 conditions, 3 params
43.8226 	EXP 	Created sequence: random, trialTypes=36, nReps=1, seed=None
43.8228 	EXP 	New trial (rep=0, index=0): OrderedDict([('Imagenes', 'imagenes/Manzana.jpg'), ('Random', 0.4048420327008191), ('Correcto', None)])
43.8723 	EXP 	image_2: image = 'imagenes/Manzana.jpg'
43.8723 	EXP 	slider_2: markerPos = None
43.8723 	EXP 	slider_2: markerPos = None
43.8723 	EXP 	slider_2: rating = None
44.8868 	EXP 	image_2: autoDraw = True
44.8868 	EXP 	slider_2: autoDraw = True
45.5804 	DATA 	Mouse: Left button down, pos=(694,167)
45.5953 	EXP 	slider_2: markerPos = 3.571614583333333
45.6121 	EXP 	slider_2: markerPos = 3.571614583333333
45.6286 	EXP 	slider_2: markerPos = 3.571614583333333
45.6451 	EXP 	slider_2: markerPos = 3.571614583333333
45.6620 	EXP 	slider_2: markerPos = 3.571614583333333
45.6784 	EXP 	slider_2: markerPos = 3.571614583333333
45.6826 	DATA 	Mouse:  Left button up, pos=(694,167)
45.6952 	EXP 	slider_2: markerPos = 3.571614583333333
45.7120 	EXP 	slider_2: markerPos = 3.571614583333333
45.7120 	EXP 	slider_2: rating = 3.571614583333333
45.7157 	EXP 	New trial (rep=0, index=1): OrderedDict([('Imagenes', 'imagenes/pistachos.jpg'), ('Random', 0.7450869742741464), ('Correcto', None)])
45.7299 	EXP 	image_2: autoDraw = False
45.7299 	EXP 	slider_2: autoDraw = False
45.7299 	EXP 	image_2: image = 'imagenes/pistachos.jpg'
45.7299 	EXP 	slider_2: markerPos = None
45.7299 	EXP 	slider_2: markerPos = None
45.7299 	EXP 	slider_2: rating = None
46.7284 	EXP 	image_2: autoDraw = True
46.7284 	EXP 	slider_2: autoDraw = True
47.6633 	DATA 	Mouse: Left button down, pos=(831,152)
47.6780 	EXP 	slider_2: markerPos = 4.463541666666667
47.6949 	EXP 	slider_2: markerPos = 4.463541666666667
47.7118 	EXP 	slider_2: markerPos = 4.463541666666667
47.7287 	EXP 	slider_2: markerPos = 4.463541666666667
47.7448 	EXP 	slider_2: markerPos = 4.463541666666667
47.7622 	EXP 	slider_2: markerPos = 4.463541666666667
47.7785 	EXP 	slider_2: markerPos = 4.463541666666667
47.7951 	EXP 	slider_2: markerPos = 4.463541666666667
47.8117 	EXP 	slider_2: markerPos = 4.463541666666667
47.8283 	EXP 	slider_2: markerPos = 4.463541666666667
47.8449 	EXP 	slider_2: markerPos = 4.463541666666667
47.8616 	EXP 	slider_2: markerPos = 4.463541666666667
47.8783 	EXP 	slider_2: markerPos = 4.463541666666667
47.8948 	EXP 	slider_2: markerPos = 4.463541666666667
47.8963 	DATA 	Mouse:  Left button up, pos=(831,152)
47.9109 	EXP 	slider_2: markerPos = 4.463541666666667
47.9109 	EXP 	slider_2: rating = 4.463541666666667
47.9142 	EXP 	New trial (rep=0, index=2): OrderedDict([('Imagenes', 'imagenes/Kiwi.jpg'), ('Random', 0.3929145850942286), ('Correcto', None)])
47.9282 	EXP 	image_2: autoDraw = False
47.9282 	EXP 	slider_2: autoDraw = False
47.9282 	EXP 	image_2: image = 'imagenes/Kiwi.jpg'
47.9282 	EXP 	slider_2: markerPos = None
47.9282 	EXP 	slider_2: markerPos = None
47.9282 	EXP 	slider_2: rating = None
48.9276 	EXP 	image_2: autoDraw = True
48.9276 	EXP 	slider_2: autoDraw = True
49.5968 	DATA 	Mouse: Left button down, pos=(693,156)
49.6115 	EXP 	slider_2: markerPos = 3.565104166666667
