mensaje_intro.started,mensaje_intro.stopped,polygon.started,polygon.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.206692299980205,None,15.206692299980205,None,0.703125,-0.40625,1,0,0,polygon,0.003027999890036881,None,,,t,001,2021_Jan_09_0000,piloto1,2020.2.5,59.978179946546206,
,,,,,,,,,,,,16.31990699999733,None,,,,,,,
