Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,2,0,0,0,6,14.13159256000945,None,24.750723339999965,None,25.808791999996174,None,3.51953125,2.253444500005571,25.808791999996174,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,2,0,1,1,28,,,27.09947671999398,28.099278299996513,28.099278299996513,None,4.229166666666667,1.4385852000123123,28.099278299996513,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,0,0,2,0,2,2,18,,,28.598692859998845,None,29.6108530999918,None,3.94921875,1.6109525999927428,29.6108530999918,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,0,0,2,0,3,3,2,,,30.351512960001127,31.35022079999908,31.33440530000371,None,2.8880208333333335,1.3151396000030218,31.33440530000371,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Papas-pollo.jpg,0.08373485417902837,None,0,0,0,2,0,4,4,15,,,31.698332540004046,32.69854840000335,32.68246050000016,None,2.1458333333333335,2.029748099987046,32.68246050000016,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Muffin de banano.png,0.9610615059009696,None,0,0,0,2,0,5,5,25,,,33.79871978000447,34.79814759999863,34.79814759999863,None,3.3958333333333335,1.492867799999658,34.79814759999863,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,0,0,2,0,6,6,12,,,35.35030256000318,None,36.33210849999159,None,3.4479166666666665,1.4829108999983873,36.33210849999159,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Brownie.jpg,0.2838924074864093,None,0,0,0,2,0,7,7,3,,,36.917008299999,None,37.91326580000168,None,3.91015625,1.4026683999982197,37.91326580000168,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Alpinito.jpg,0.7416150880621702,None,0,0,0,2,0,8,8,0,,,38.43019301999302,None,39.41338369999721,None,4.854166666666666,1.4189781999884872,39.41338369999721,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/salchicha hojaldrada.jpg,0.7119773165481526,None,0,0,0,2,0,9,9,35,,,39.88011753999744,40.880301600001985,40.880301600001985,None,4.196614583333333,1.7599200999975437,40.880301600001985,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Rollo de queso.png,0.9201641182756888,None,0,0,0,2,0,10,10,33,,,41.729980900003284,42.72983480000403,42.72983480000403,None,3.565104166666667,1.6067474000010407,42.72983480000403,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Kiwi.jpg,0.3929145850942286,None,0,0,0,2,0,11,11,8,,,43.37997943999362,44.37993209999695,44.37993209999695,None,2.9075520833333335,1.4949091000016779,44.37993209999695,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,2,0,12,12,7,,,44.946483979999904,None,45.92970320000313,None,3.2916666666666665,1.5332932000019355,45.92970320000313,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,2,0,13,13,5,,,46.56310279999889,47.56310189999931,47.54646139999386,None,3.727864583333333,1.7635509999963688,47.54646139999386,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Pizza.png,0.21192443516553439,None,0,0,0,2,0,14,14,31,,,48.37965825999999,None,49.379830899997614,None,4.235677083333333,1.559013899997808,49.379830899997614,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Banano.jpeg,0.2267656716538785,None,0,0,0,2,0,15,15,1,,,49.99631945999426,50.99626349999744,50.99626349999744,None,3.506510416666667,1.6609372999955667,50.99626349999744,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Pescadito.png,0.7172825011486081,None,0,0,0,2,0,16,16,29,,,51.729607979994036,52.72957320000569,52.712856800004374,None,3.3177083333333335,1.6489589999982854,52.712856800004374,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
1000,0.02,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,0,0,2,0,17,17,9,,,53.5294967800015,None,54.512795400005416,None,3.3177083333333335,1.7692856999929063,54.512795400005416,None,Sebastian,001,2020_Dec_15_1334,piloto1,2020.2.5,59.84752048802171,
