mensaje_intro.started,mensaje_intro.stopped,boton_intro.started,boton_intro.stopped,mouse_intro.x,mouse_intro.y,mouse_intro.leftButton,mouse_intro.midButton,mouse_intro.rightButton,mouse_intro.clicked_name,mouse_intro.started,mouse_intro.stopped,nombre,date,expName,psychopyVersion,frameRate,
11.547847600013483,None,11.547847600013483,None,0.703125,-0.3776041666666667,1,0,0,boton_intro,0.012472800037357956,None,sebastian,2021_Jan_09_1038,piloto,2020.2.5,59.957717816518254,
