Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1500,0.02,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,1,0,0,0,26,9.851714299999003,None,20.067669159999422,None,21.125105600000097,None,3.4153645833333335,2.1452540000000226,21.125105600000097,None,g,001,2020_Dec_01_1317,piloto1,2020.2.5,59.998512036812485,
