Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,sound_3.started,sound_3.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text.started,text.stopped,text_4.started,text_4.stopped,image.started,image.stopped,texto_final.started,texto_final.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes/Rollos de canela.png,0.2610974409574519,None,0,0,0,3,0,0,0,34,8.537429550007072,None,18.6372880500021,None,19.661423900000955,None,3.545572916666667,2.014709999999468,19.661423900000955,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Rollo de queso.png,0.9201641182756888,None,0,0,0,3,0,1,1,33,,,20.704054549999274,None,21.744880199999898,None,4.802083333333334,1.470222299998568,21.744880199999898,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Brownie.jpg,0.2838924074864093,None,0,0,0,3,0,2,2,3,,,22.25221989999991,23.252052799998637,23.252052799998637,None,5.557291666666666,1.4436115000025893,23.252052799998637,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Leche-de-almendras.jpg,0.3886559457994673,None,0,0,0,3,0,3,3,9,,,23.81941555000158,None,24.818698800001584,None,3.643229166666667,1.3759212000004482,24.818698800001584,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Muffin de banano.png,0.9610615059009696,None,0,0,0,3,0,4,4,25,,,25.268764300001205,None,26.268578600000183,None,2.4453125,1.310446100000263,26.268578600000183,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Uvas.jpg,0.4959291644143431,None,0,0,0,3,0,5,5,19,,,26.61858810000122,None,27.602012100000138,None,2.4453125,1.9800369000004139,27.602012100000138,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Rosquitas (1).jpg,0.024090340010977873,None,0,0,0,3,0,6,6,17,,,28.635505800000104,29.635447900000145,29.635447900000145,None,2.276041666666667,1.6253966000003857,29.635447900000145,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Yogurt-alpina.jpg,0.5445152936222175,None,0,0,0,3,0,7,7,18,,,30.30179889999927,None,31.285343899999134,None,3.40234375,1.4519456999987597,31.285343899999134,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Galletas-festival.jpg,0.11306074364032936,None,0,0,0,3,0,8,8,7,,,31.785188299999575,32.7853357999993,32.7853357999993,None,3.3697916666666665,1.7093715999981214,32.7853357999993,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Pepinillos.png,0.0038966441241518046,None,0,0,0,3,0,9,9,28,,,33.535055899999136,34.535370599998714,34.535370599998714,None,3.98828125,1.0057253000013588,34.535370599998714,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/bon-bon-bun.jpg,0.7417452724056987,None,0,0,0,3,0,10,10,2,,,34.58507220000247,None,35.56808159999855,None,4.22265625,2.3802302000003692,35.56808159999855,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Popetas.jpg,0.9621625733302204,None,0,0,0,3,0,11,11,16,,,37.018463249999336,38.01822489999904,38.01822489999904,None,4.22265625,1.793077300000732,38.01822489999904,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Nutella (1).jpg,0.8826531883338111,None,0,0,0,3,0,12,12,12,,,38.85139180000188,None,39.8179143999987,None,3.75390625,1.1527481000011903,39.8179143999987,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Alpinito.jpg,0.7416150880621702,None,0,0,0,3,0,13,13,0,,,40.05145255000098,41.05126580000069,41.034921999998915,None,4.763020833333334,1.5315525000005437,41.034921999998915,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Croissant.jpg,0.5824748589948932,None,0,0,0,3,0,14,14,5,,,41.63495034999942,None,42.60144539999965,None,5.2578125,1.202888299998449,42.60144539999965,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Pizzetas.png,0.3295951589873042,None,0,0,0,3,0,15,15,32,,,42.86811750000125,43.867767799998546,43.85150100000101,None,4.528645833333333,1.5459040999994613,43.85150100000101,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Pandebono.png,0.8988574378129985,None,0,0,0,3,0,16,16,26,,,44.451121699999206,45.4514221999998,45.434721000001446,None,3.4674479166666665,1.2117752999984077,45.434721000001446,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
1000,0.0,imagenes/Brocoli.jpg,0.24293074945529525,None,0,0,0,3,0,17,17,21,,,45.684414550001385,None,46.68450759999905,None,4.131510416666667,1.8429643999988912,46.68450759999905,None,,,,,,,,,,,,,h,001,2020_Dec_01_1640,piloto1,2020.2.5,59.993580686875895,
