Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,intro.started,intro.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
400,0.02,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,0,0,0,0,6,25.029683500004467,None,27.101390299998457,None,28.107308200007537,None,None,None,28.107308200007537,None,h,001,2021_Jan_06_2058,piloto1,2020.2.5,59.97587770333459,
