Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes/Galletas Tosh.jpg,0.9129693753280027,None,0,0,0,3,0,0,0,6,10.311932699987665,None,11.431454300007317,None,12.145073059992866,13.196801100013545,13.196801100013545,None,None,None,13.196801100013545,None,t,001,2021_Jan_08_1729,piloto1,2020.2.5,59.878805291914475,
