trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Hertz,volumen,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Imagenes,Random,Correcto,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,sonido_prueba.started,sonido_prueba.stopped,image_prueba.started,image_prueba.stopped,slider_prueba.response,slider_prueba.rt,slider_prueba.started,slider_prueba.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.738231099996483,None,10.418060900003184,None,11.044322759986972,None,12.049606299988227,None,3.545572916666667,2.2329866999934893,12.049606299988227,None,,,,,,,
