Hertz,volumen,Imagenes,Random,Correcto,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mensaje_intro.started,mensaje_intro.stopped,mensaje_intro_2.started,mensaje_intro_2.stopped,Sonido.started,Sonido.stopped,image_2.started,image_2.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1000,0.0,imagenes/Uvas.jpg,0.4959291644143431,None,0,0,0,3,0,0,0,19,8.603579500020714,None,8.876052800012985,None,9.702567450012431,None,10.733948100009002,None,None,None,10.733948100009002,None,p,001,2021_Jan_08_1729,piloto1,2020.2.5,60.16510507428914,
