mouse_intro.x,mouse_intro.y,mouse_intro.leftButton,mouse_intro.midButton,mouse_intro.rightButton,mouse_intro.clicked_name,mouse_intro_2.x,mouse_intro_2.y,mouse_intro_2.leftButton,mouse_intro_2.midButton,mouse_intro_2.rightButton,mouse_intro_2.clicked_name,mouse_intro_prueba.x,mouse_intro_prueba.y,mouse_intro_prueba.leftButton,mouse_intro_prueba.midButton,mouse_intro_prueba.rightButton,mouse_intro_prueba.clicked_name,slider_prueba.response,slider_prueba.rt,slider_prueba_2.response,slider_prueba_2.rt,mouse_intro_exp.x,mouse_intro_exp.y,mouse_intro_exp.leftButton,mouse_intro_exp.midButton,mouse_intro_exp.rightButton,mouse_intro_exp.clicked_name,slider_exp.response,slider_exp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Imagenes,Random,Correcto,participant,session,date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Hertz,volumen,mouse_subasta1.x,mouse_subasta1.y,mouse_subasta1.leftButton,mouse_subasta1.midButton,mouse_subasta1.rightButton,mouse_subasta1.clicked_name,mouse_subasta2.x,mouse_subasta2.y,mouse_subasta2.leftButton,mouse_subasta2.midButton,mouse_subasta2.rightButton,mouse_subasta2.clicked_name,mouse_pago1.x,mouse_pago1.y,mouse_pago1.leftButton,mouse_pago1.midButton,mouse_pago1.rightButton,mouse_pago1.clicked_name,product,mouse_pago2.x,mouse_pago2.y,mouse_pago2.leftButton,mouse_pago2.midButton,mouse_pago2.rightButton,mouse_pago2.clicked_name,mouse_producto.x,mouse_producto.y,mouse_producto.leftButton,mouse_producto.midButton,mouse_producto.rightButton,mouse_producto.clicked_name,mensaje,mouse_pago3.x,mouse_pago3.y,mouse_pago3.leftButton,mouse_pago3.midButton,mouse_pago3.rightButton,mouse_pago3.clicked_name,mouse_intro_encuesta.x,mouse_intro_encuesta.y,mouse_intro_encuesta.leftButton,mouse_intro_encuesta.midButton,mouse_intro_encuesta.rightButton,mouse_intro_encuesta.clicked_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.269515,0,0,0,13,1,imagenes/Papas-naturales.jpg,0.375906299,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.169145,0,1,1,3,1,imagenes/Brownie.jpg,0.283892407,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.2678,0,2,2,10,1,imagenes/Mango.jpeg,0.434115542,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.100895,0,3,3,11,1,imagenes/Manzana.jpg,0.404842033,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.148675,0,4,4,24,1,imagenes/Coliflor.jpg,0.364074049,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.22248,0,5,5,9,1,imagenes/Leche-de-almendras.jpg,0.388655946,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.261325,0,6,6,26,1,imagenes/Pandebono.png,0.898857438,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.178435,0,7,7,32,1,imagenes/Pizzetas.png,0.329595159,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.1877,0,8,8,7,1,imagenes/Galletas-festival.jpg,0.113060744,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.14785,0,9,9,28,1,imagenes/Pepinillos.png,0.003896644,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.13638,0,10,10,16,1,imagenes/Popetas.jpg,0.962162573,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.33374,0,11,11,4,1,imagenes/Chocoramo.jfif.jpg,0.742552856,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.193635,0,12,12,2,1,imagenes/bon-bon-bun.jpg,0.741745272,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.26481,0,13,13,22,1,imagenes/Canelazo.png,0.673047936,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.286965,0,14,14,35,1,imagenes/salchicha hojaldrada.jpg,0.711977317,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.23006,0,15,15,20,1,imagenes/Almojabanas.png,0.67250512,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.226555,0,16,16,31,1,imagenes/Pizza.png,0.211924435,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.2336,0,17,17,14,1,imagenes/Papas-limon.jpg,0.528079851,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.30074,0,18,18,19,1,imagenes/Uvas.jpg,0.495929164,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.285935,0,19,19,23,1,imagenes/Chontaduro.png,0.86935533,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.20198,0,20,20,18,1,imagenes/Yogurt-alpina.jpg,0.544515294,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.21661,0,21,21,27,1,imagenes/Papas picantes.jpg,0.524978899,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.363095,0,22,22,25,1,imagenes/Muffin de banano.png,0.961061506,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.190795,0,23,23,12,1,imagenes/Nutella (1).jpg,0.882653188,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.278855,0,24,24,33,1,imagenes/Rollo de queso.png,0.920164118,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.26519,0,25,25,15,1,imagenes/Papas-pollo.jpg,0.083734854,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.298055,0,26,26,21,1,imagenes/Brocoli.jpg,0.242930749,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.287755,0,27,27,6,1,imagenes/Galletas Tosh.jpg,0.912969375,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.34909,0,28,28,1,1,imagenes/Banano.jpeg,0.226765672,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.323375,0,29,29,5,1,imagenes/Croissant.jpg,0.582474859,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.23255,0,30,30,34,1,imagenes/Rollos de canela.png,0.261097441,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.312315,0,31,31,29,1,imagenes/Pescadito.png,0.717282501,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.25425,0,32,32,30,1,imagenes/pistachos.jpg,0.745086974,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.27654,0,33,33,17,1,imagenes/Rosquitas (1).jpg,0.02409034,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.41998,0,34,34,8,1,imagenes/Kiwi.jpg,0.392914585,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.323555,0,35,35,0,1,imagenes/Alpinito.jpg,0.741615088,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,0,2,2,2,1,1000,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.29545,0,0,0,31,1,imagenes/Pizza.png,0.211924435,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.304245,0,1,1,11,1,imagenes/Manzana.jpg,0.404842033,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.25845,0,2,2,1,1,imagenes/Banano.jpeg,0.226765672,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.239615,0,3,3,35,1,imagenes/salchicha hojaldrada.jpg,0.711977317,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.29923,0,4,4,25,1,imagenes/Muffin de banano.png,0.961061506,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.28318,0,5,5,7,1,imagenes/Galletas-festival.jpg,0.113060744,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.203945,0,6,6,20,1,imagenes/Almojabanas.png,0.67250512,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.201505,0,7,7,32,1,imagenes/Pizzetas.png,0.329595159,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.2779,0,8,8,27,1,imagenes/Papas picantes.jpg,0.524978899,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.230135,0,9,9,5,1,imagenes/Croissant.jpg,0.582474859,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.201425,0,10,10,14,1,imagenes/Papas-limon.jpg,0.528079851,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.22213,0,11,11,23,1,imagenes/Chontaduro.png,0.86935533,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.235315,0,12,12,29,1,imagenes/Pescadito.png,0.717282501,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.220135,0,13,13,3,1,imagenes/Brownie.jpg,0.283892407,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.241595,0,14,14,6,1,imagenes/Galletas Tosh.jpg,0.912969375,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.249865,0,15,15,0,1,imagenes/Alpinito.jpg,0.741615088,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.25927,0,16,16,2,1,imagenes/bon-bon-bun.jpg,0.741745272,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.32685,0,17,17,19,1,imagenes/Uvas.jpg,0.495929164,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.069085,0,18,18,26,1,imagenes/Pandebono.png,0.898857438,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,22,1,imagenes/Canelazo.png,0.673047936,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.31626,0,20,20,12,1,imagenes/Nutella (1).jpg,0.882653188,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.093,0,21,21,8,1,imagenes/Kiwi.jpg,0.392914585,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.2584,0,22,22,10,1,imagenes/Mango.jpeg,0.434115542,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.192455,0,23,23,33,1,imagenes/Rollo de queso.png,0.920164118,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.30728,0,24,24,9,1,imagenes/Leche-de-almendras.jpg,0.388655946,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.17767,0,25,25,17,1,imagenes/Rosquitas (1).jpg,0.02409034,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.27192,0,26,26,21,1,imagenes/Brocoli.jpg,0.242930749,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.415565,0,27,27,18,1,imagenes/Yogurt-alpina.jpg,0.544515294,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.202035,0,28,28,4,1,imagenes/Chocoramo.jfif.jpg,0.742552856,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.274295,0,29,29,15,1,imagenes/Papas-pollo.jpg,0.083734854,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.185525,0,30,30,30,1,imagenes/pistachos.jpg,0.745086974,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.292655,0,31,31,16,1,imagenes/Popetas.jpg,0.962162573,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.29187,0,32,32,28,1,imagenes/Pepinillos.png,0.003896644,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.227215,0,33,33,13,1,imagenes/Papas-naturales.jpg,0.375906299,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.302085,0,34,34,24,1,imagenes/Coliflor.jpg,0.364074049,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55859375,1.316165,0,35,35,34,1,imagenes/Rollos de canela.png,0.261097441,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,0,3,3,3,1,1000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q,001,2021-01-09_02h01.52.583,piloto1,2020.2.5,Win32,60,,,,,,,,0.66015625,-0.376302083,1,0,0,boton_subasta1,0.66015625,-0.376302083,1,0,0,boton_subasta2,0.66015625,-0.376302083,1,0,0,boton_pago1,imagenes/Pizza.png,0.66015625,-0.376302083,1,0,0,boton_pago2,0.66015625,-0.376302083,1,0,0,boton_producto,Usted ha ganado 20.000 pesos,0.66015625,-0.376302083,1,0,0,boton_pago3,0.66015625,-0.376302083,1,0,0,boton_intro_encuesta
